#		 L1 		 <L1>
0		31.1653		36.2492
1		29.9815		34.5435
2		28.4342		34.8034
3		28.2478		33.2258
4		28.0248		32.5768
5		27.0093		31.1183
6		27.0093		32.3013
7		27.0093		31.9687
8		26.0337		30.9023
9		26.0337		31.5709
10		26.0337		31.5072
11		26.0337		31.6751
12		25.8775		29.5727
13		24.9986		30.7254
14		22.0673		29.3115
15		21.7472		27.404
16		20.2291		25.0991
17		19.1485		22.8418
18		19.1485		23.4865
19		19.1238		24.847
20		19.1238		23.2776
21		18.9818		21.9263
22		18.2922		23.2942
23		18.2922		22.3874
24		16.2088		20.4413
25		16.2088		21.1429
26		16.2088		22.3227
27		15.661		21.8949
28		15.661		22.3956
29		15.661		21.0317
30		15.661		23.0861
31		15.661		22.643
32		15.661		21.4382
33		15.661		20.772
34		15.661		21.7795
35		15.661		20.7511
36		15.661		21.6126
37		15.6509		23.0852
38		15.6509		23.7249
39		15.6509		19.149
40		15.6509		22.2239
41		15.6509		21.248
42		15.6509		21.4281
43		15.6509		23.2505
44		15.6509		22.0607
45		15.6342		21.2417
46		15.6342		22.5724
47		15.6342		24.2094
48		15.6217		24.8636
49		15.6217		22.4303
50		15.6217		21.9557
51		15.6217		20.8998
52		14.8149		22.4475
53		14.5502		23.8518
54		14.5502		22.1917
55		14.5502		19.4003
56		14.5502		21.1154
57		14.5502		20.4725
58		14.5502		20.7323
59		14.5502		19.7918
60		14.5502		20.6111
61		14.4858		22.0286
62		14.4858		22.4886
63		14.4858		19.6203
64		13.008		21.0869
65		12.7685		19.9716
66		12.7685		20.1618
67		12.7685		19.3809
68		12.4779		18.1431
69		12.4779		16.7113
70		12.4779		19.2573
71		12.4779		20.0514
72		12.4779		18.7562
73		12.4779		18.6703
74		12.4779		17.8335
75		12.4779		17.677
76		12.4779		19.0743
77		12.4353		17.6699
78		12.4353		19.8708
79		12.4353		18.7773
80		12.4353		20.9925
81		12.4353		18.5049
82		12.4353		19.4087
83		12.4353		17.3307
84		12.4353		19.2207
85		12.4353		19.8605
86		12.4353		18.6439
87		12.4353		20.0674
88		12.4353		18.408
89		12.4353		16.9788
90		12.4353		17.6607
91		12.4353		16.1738
92		12.4353		17.614
93		12.4353		19.3314
94		12.4353		16.9716
95		12.4353		17.5775
96		12.4353		19.9029
97		12.4353		17.3128
98		12.4353		15.7472
99		12.4353		18.5161
100		12.2991		20.2549
101		12.2991		19.8855
102		12.2991		18.7231
103		11.3838		15.3191
104		11.1191		16.1456
105		11.1191		16.737
106		11.0871		16.5227
107		11.0871		16.0833
108		11.0871		16.1531
109		11.0871		16.1879
110		10.8224		16.7333
111		10.8224		18.1883
112		10.8224		17.3022
113		10.8224		19.0495
114		10.8224		17.3328
115		10.8224		15.9086
116		10.8224		15.9258
117		10.8224		15.7413
118		10.8224		15.6542
119		10.8224		16.2072
120		10.8224		15.9066
121		10.8224		15.7758
122		10.8224		16.6164
123		10.496		16.4825
124		10.2313		16.8035
125		10.2313		15.9592
126		10.2313		16.8203
127		9.5241		14.6172
128		9.5241		16.0358
129		9.5241		16.676
130		9.47795		14.8783
131		9.21295		15.1462
132		9.21295		17.8538
133		9.21295		14.8291
134		9.21295		15.3679
135		9.21295		17.7154
136		9.21295		17.5823
137		9.21295		16.4282
138		9.21295		17.3917
139		9.21295		17.9749
140		9.21295		17.7442
141		9.21295		16.1793
142		9.21295		17.9157
143		9.21295		15.7725
144		9.21295		18.5213
145		9.21295		16.42
146		9.21295		14.6933
147		9.21295		14.8423
148		9.21295		17.7331
149		9.21295		15.6995
150		9.21295		17.5634
151		9.21295		17.7603
152		9.21295		14.9822
153		9.21295		15.3882
154		9.1765		17.4193
155		9.1765		15.9708
156		9.1765		15.1384
157		9.1765		17.3215
158		9.1765		14.4418
159		9.1765		15.4017
160		9.1765		13.3185
