#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1097    -3.70513    -3.86078   0.0041963
        1098    -3.66178     -3.8606  0.00419639
        1099    -3.69053    -3.86045  0.00419542
        1100    -3.64268    -3.86025  0.00419628
        1101    -3.83507    -3.86022  0.00419253
        1102    -3.83705     -3.8602  0.00418878
        1103    -3.87109    -3.86021  0.00418499
        1104    -3.80475    -3.86016   0.0041815
        1105    -3.75114    -3.86006  0.00417888
        1106    -3.76186    -3.85998  0.00417604
        1107    -3.82821    -3.85995  0.00417237
        1108    -3.90389    -3.85999  0.00416879
        1109    -3.82836    -3.85996  0.00416513
        1110    -3.78493    -3.85989  0.00416193
        1111    -3.86385    -3.85989  0.00415818
        1112    -3.81393    -3.85985  0.00415465
        1113     -3.7849    -3.85979  0.00415146
        1114    -3.73736    -3.85968  0.00414919
        1115    -3.74492    -3.85957  0.00414675
        1116    -3.77968     -3.8595  0.00414365
        1117    -3.81811    -3.85946   0.0041401
        1118    -3.82872    -3.85944  0.00413649
        1119    -3.85642    -3.85943   0.0041328
        1120    -3.83081    -3.85941  0.00412918
        1121    -3.90791    -3.85945  0.00412573
        1122    -3.87373    -3.85946  0.00412207
        1123    -3.79903    -3.85941  0.00411875
        1124    -3.84249     -3.8594  0.00411511
        1125    -3.99237    -3.85951  0.00411315
        1126    -3.98685    -3.85963  0.00411106
        1127    -3.80786    -3.85958  0.00410766
        1128    -3.78503    -3.85951  0.00410455
        1129    -3.79041    -3.85945  0.00410137
        1130    -3.78999    -3.85939  0.00409821
        1131    -3.84882    -3.85938  0.00409459
        1132    -3.78916    -3.85932  0.00409145
        1133    -3.77324    -3.85924  0.00408854
        1134    -3.73578    -3.85914  0.00408638
        1135    -3.78593    -3.85907  0.00408329
        1136    -3.80444    -3.85902  0.00407998
        1137    -3.82239    -3.85899  0.00407652
        1138    -3.84214    -3.85898  0.00407296
        1139    -3.84841    -3.85897   0.0040694
        1140    -3.97759    -3.85907  0.00406716
        1141    -3.98945    -3.85919   0.0040652
        1142    -3.93439    -3.85925  0.00406217
        1143    -3.96374    -3.85934  0.00405965
        1144    -3.93033     -3.8594  0.00405657
        1145    -3.86906    -3.85941  0.00405304
        1146    -3.85527    -3.85941  0.00404951
        1147    -3.87237    -3.85942  0.00404599
        1148    -3.87611    -3.85944  0.00404249
        1149    -3.82851    -3.85941  0.00403906
        1150    -3.93446    -3.85947  0.00403608
        1151    -3.90011    -3.85951  0.00403273
        1152    -3.94341    -3.85958  0.00402988
        1153    -3.92241    -3.85964  0.00402676
        1154    -3.89372    -3.85967  0.00402338
        1155    -3.93414    -3.85973  0.00402041
        1156     -3.8623    -3.85973  0.00401693
        1157    -3.85144    -3.85973  0.00401347
        1158    -3.79053    -3.85967  0.00401044
        1159    -3.72368    -3.85955   0.0040087
        1160    -3.71491    -3.85942  0.00400718
        1161    -3.76736    -3.85934  0.00400452
        1162    -3.80634     -3.8593  0.00400133
        1163    -3.66789    -3.85913  0.00400127
        1164    -3.73056    -3.85902  0.00399936
        1165    -3.73732    -3.85892  0.00399729
        1166    -3.81608    -3.85888  0.00399403
        1167    -3.71753    -3.85876  0.00399245
        1168    -3.68757    -3.85861  0.00399172
        1169    -3.80242    -3.85857  0.00398859
        1170    -3.75594    -3.85848  0.00398615
        1171    -3.82566    -3.85845  0.00398284
        1172    -3.75801    -3.85837  0.00398036
        1173    -3.77466    -3.85829  0.00397761
        1174    -3.84578    -3.85828  0.00397424
        1175    -3.82244    -3.85825  0.00397097
        1176    -3.86654    -3.85826   0.0039676
        1177    -3.92646    -3.85832  0.00396465
        1178    -3.94882    -3.85839  0.00396203
        1179    -3.91664    -3.85844  0.00395898
        1180    -3.82561    -3.85842  0.00395572
        1181    -3.76342    -3.85834  0.00395319
        1182      -3.758    -3.85825  0.00395076
        1183     -3.7573    -3.85817  0.00394834
        1184    -3.88519    -3.85819  0.00394507
        1185    -3.92137    -3.85824   0.0039421
        1186    -3.87341    -3.85825   0.0039388
        1187    -3.94197    -3.85832  0.00393611
        1188     -3.7697    -3.85825   0.0039335
        1189    -3.77995    -3.85818  0.00393075
        1190    -3.92542    -3.85824  0.00392785
        1191    -3.95331    -3.85832  0.00392536
        1192    -3.91208    -3.85837  0.00392233
        1193     -3.9214    -3.85842   0.0039194
        1194    -3.92649    -3.85848  0.00391653
        1195    -3.95614    -3.85856  0.00391411
        1196    -3.89019    -3.85858  0.00391092
        1197     -3.8712    -3.85859  0.00390767
        1198    -3.86693     -3.8586  0.00390441
        1199    -3.93466    -3.85866  0.00390167
        1200    -3.82345    -3.85864  0.00389853
        1201    -3.87028    -3.85865   0.0038953
        1202     -3.8326    -3.85862  0.00389212
        1203    -3.80032    -3.85858  0.00388918
        1204    -3.80059    -3.85853  0.00388625
        1205    -3.86606    -3.85853  0.00388303
        1206     -3.8594    -3.85853  0.00387981
        1207     -3.8939    -3.85856  0.00387671
        1208    -3.92752    -3.85862  0.00387392
        1209    -3.97347    -3.85872  0.00387188
        1210    -3.91335    -3.85876  0.00386894
        1211    -3.97575    -3.85886  0.00386695
        1212    -4.04822    -3.85901  0.00386692
        1213    -4.00036    -3.85913  0.00386549
        1214    -3.87366    -3.85914  0.00386232
        1215    -3.78039    -3.85908  0.00385968
        1216    -3.84716    -3.85907  0.00385652
        1217    -3.83785    -3.85905  0.00385339
        1218    -3.81801    -3.85902  0.00385038
        1219    -3.73128    -3.85891  0.00384864
        1220    -3.71414    -3.85879  0.00384732
        1221    -3.70473    -3.85867  0.00384624
        1222     -3.7217    -3.85855  0.00384472
        1223    -3.77237    -3.85848  0.00384222
        1224    -3.78047    -3.85842  0.00383961
        1225    -3.82137    -3.85839   0.0038366
        1226     -3.8025    -3.85834  0.00383374
        1227    -3.77776    -3.85828  0.00383118
        1228     -3.7472    -3.85819  0.00382913
        1229    -3.83277    -3.85817  0.00382607
        1230    -3.88437    -3.85819  0.00382301
        1231    -3.89717    -3.85822  0.00382004
        1232    -3.73977    -3.85812  0.00381815
        1233    -3.73718    -3.85803  0.00381631
        1234    -3.74399    -3.85793  0.00381434
        1235     -3.7336    -3.85783  0.00381258
        1236    -3.64474    -3.85766  0.00381339
        1237    -3.69369    -3.85753  0.00381261
        1238    -3.70892    -3.85741  0.00381142
        1239    -3.70807    -3.85729  0.00381025
        1240    -3.66085    -3.85713  0.00381047
        1241    -3.60964    -3.85693  0.00381261
        1242    -3.65702    -3.85677  0.00381294
        1243    -3.71511    -3.85665  0.00381157
        1244    -3.62715    -3.85647  0.00381297
        1245     -3.5284    -3.85621    0.003819
        1246    -3.62292    -3.85602  0.00382053
        1247    -3.72192    -3.85591  0.00381897
        1248    -3.77743    -3.85585  0.00381643
        1249    -3.67446     -3.8557  0.00381614
        1250    -3.72387     -3.8556  0.00381454
        1251    -3.89028    -3.85563  0.00381159
        1252    -3.72041    -3.85552  0.00381008
        1253    -3.71933    -3.85541  0.00380859
        1254    -3.72209     -3.8553  0.00380704
        1255    -3.67143    -3.85516  0.00380682
        1256    -3.80553    -3.85512  0.00380399
        1257    -3.75923    -3.85504  0.00380173
        1258    -3.80012      -3.855  0.00379896
        1259    -3.82725    -3.85498  0.00379601
        1260    -3.83845    -3.85496  0.00379302
        1261    -3.80302    -3.85492  0.00379023
        1262    -3.87848    -3.85494  0.00378728
        1263    -3.94764    -3.85501  0.00378499
        1264    -3.85672    -3.85501  0.00378199
        1265    -3.92818    -3.85507  0.00377945
        1266    -3.85725    -3.85507  0.00377646
        1267    -3.74751    -3.85499  0.00377444
        1268    -3.82198    -3.85496  0.00377155
        1269    -3.72768    -3.85486  0.00376991
        1270    -3.77896     -3.8548  0.00376742
        1271    -3.74451    -3.85472  0.00376545
        1272    -3.74441    -3.85463  0.00376349
        1273    -3.79827    -3.85459  0.00376079
        1274    -3.85835    -3.85459  0.00375784
        1275    -3.84354    -3.85458   0.0037549
        1276    -3.76081    -3.85451  0.00375268
        1277    -3.84352     -3.8545  0.00374975
        1278    -3.87809    -3.85452  0.00374686
        1279    -3.82251    -3.85449  0.00374402
        1280    -3.75303    -3.85441  0.00374193
        1281    -3.87478    -3.85443  0.00373904
        1282    -3.73959    -3.85434   0.0037372
        1283    -3.72959    -3.85424  0.00373555
        1284    -3.70167    -3.85412  0.00373453
        1285    -3.69809      -3.854   0.0037336
        1286    -3.75536    -3.85392  0.00373148
        1287    -3.79294    -3.85388  0.00372889
        1288    -3.76967    -3.85381  0.00372656
        1289    -3.81163    -3.85378  0.00372382
        1290    -3.74782     -3.8537  0.00372184
        1291    -3.75379    -3.85362  0.00371976
        1292    -3.72552    -3.85352   0.0037182
        1293    -3.79443    -3.85347   0.0037156
        1294    -3.83821    -3.85346  0.00371275
        1295    -3.79187    -3.85341  0.00371019
        1296    -3.60096    -3.85322  0.00371244
        1297    -3.68851    -3.85309  0.00371175
        1298    -3.77069    -3.85303  0.00370943
        1299    -3.77076    -3.85297  0.00370711
        1300    -3.80117    -3.85293  0.00370448
        1301    -3.82596    -3.85291  0.00370169
        1302    -3.89236    -3.85294  0.00369897
        1303    -3.87409    -3.85295  0.00369616
        1304    -3.88894    -3.85298  0.00369343
        1305    -3.83964    -3.85297  0.00369062
        1306    -3.85815    -3.85297  0.00368779
        1307    -3.85523    -3.85297  0.00368497
        1308    -3.76686    -3.85291  0.00368274
        1309    -3.87606    -3.85293  0.00367997
        1310    -3.83458    -3.85291  0.00367719
        1311    -3.93382    -3.85297   0.0036749
        1312    -3.97282    -3.85307  0.00367324
        1313    -3.95433    -3.85314  0.00367125
        1314    -3.85784    -3.85315  0.00366846
        1315    -3.78682     -3.8531  0.00366601
        1316    -3.71238    -3.85299  0.00366479
        1317     -3.7177    -3.85289  0.00366344
        1318    -3.68344    -3.85276  0.00366292
        1319    -3.77911     -3.8527  0.00366057
        1320     -3.7962    -3.85266  0.00365804
        1321    -3.80092    -3.85262  0.00365549
        1322    -3.74289    -3.85254  0.00365366
        1323    -3.87605    -3.85255  0.00365094
        1324    -3.87481    -3.85257  0.00364823
        1325    -3.90401    -3.85261  0.00364568
        1326    -3.86642    -3.85262  0.00364294
        1327    -3.90903    -3.85266  0.00364045
        1328    -3.83849    -3.85265  0.00363772
        1329    -3.80229    -3.85261  0.00363518
        1330    -3.79094    -3.85257  0.00363274
        1331    -3.78469    -3.85252  0.00363037
        1332    -3.78265    -3.85246  0.00362803
        1333    -3.76633     -3.8524  0.00362588
        1334    -3.77028    -3.85234  0.00362368
        1335    -3.79631     -3.8523  0.00362121
        1336    -3.85924     -3.8523  0.00361851
        1337    -3.95036    -3.85238  0.00361654
        1338     -3.9271    -3.85243  0.00361427
        1339    -3.94116     -3.8525  0.00361218
        1340    -3.96999    -3.85259  0.00361055
        1341    -3.94315    -3.85265  0.00360849
        1342    -4.03214    -3.85279  0.00360828
        1343    -3.99018    -3.85289  0.00360704
        1344    -3.97374    -3.85298  0.00360548
        1345      -3.805    -3.85294  0.00360297
        1346    -3.75656    -3.85287  0.00360101
        1347    -3.77443    -3.85281   0.0035988
        1348    -3.75917    -3.85274   0.0035968
        1349    -3.66534     -3.8526  0.00359682
        1350     -3.6753    -3.85247  0.00359655
        1351    -3.75467     -3.8524  0.00359462
        1352    -3.78853    -3.85235  0.00359227
        1353    -3.77131    -3.85229  0.00359011
        1354    -3.88436    -3.85232  0.00358754
        1355    -3.88681    -3.85234  0.00358498
        1356    -3.83166    -3.85233  0.00358237
        1357    -3.84091    -3.85232  0.00357974
        1358    -3.90878    -3.85236  0.00357735
        1359    -3.80898    -3.85233  0.00357486
        1360    -3.79278    -3.85229   0.0035725
        1361    -3.84193    -3.85228  0.00356988
        1362    -3.74561     -3.8522  0.00356812
        1363    -3.83138    -3.85218  0.00356553
        1364    -3.79629    -3.85214  0.00356315
        1365    -3.69618    -3.85203  0.00356238
        1366    -3.62311    -3.85186  0.00356371
        1367    -3.72287    -3.85177  0.00356235
        1368     -3.7015    -3.85166  0.00356144
        1369    -3.74838    -3.85158  0.00355964
        1370    -3.67743    -3.85145  0.00355931
        1371    -3.67943    -3.85133  0.00355892
        1372    -3.65495    -3.85119   0.0035592
        1373    -3.71209    -3.85108  0.00355805
        1374    -3.76971    -3.85103  0.00355596
        1375    -3.69064    -3.85091  0.00355528
        1376    -3.76833    -3.85085  0.00355321
        1377     -3.7876     -3.8508  0.00355092
        1378    -3.73571    -3.85072  0.00354933
        1379     -3.6988    -3.85061  0.00354846
        1380    -3.74335    -3.85053  0.00354674
        1381    -3.77332    -3.85048  0.00354462
        1382    -3.77625    -3.85042  0.00354246
        1383    -3.75243    -3.85035   0.0035406
        1384    -3.70439    -3.85025  0.00353962
        1385    -3.75751    -3.85018  0.00353769
        1386    -3.75961    -3.85011  0.00353575
        1387     -3.8361     -3.8501  0.00353321
        1388    -3.81409    -3.85008  0.00353076
        1389    -3.65008    -3.84993  0.00353115
        1390    -3.69151    -3.84982  0.00353045
        1391    -3.68383     -3.8497  0.00352993
        1392    -3.63947    -3.84955  0.00353062
        1393    -3.68976    -3.84943  0.00352995
        1394    -3.81298    -3.84941  0.00352752
        1395    -3.81875    -3.84939  0.00352506
        1396    -3.78235    -3.84934  0.00352286
        1397    -3.68199    -3.84922  0.00352237
        1398    -3.74737    -3.84915  0.00352061
        1399     -3.7863     -3.8491  0.00351838
        1400    -3.80238    -3.84907  0.00351602
        1401    -3.91803    -3.84912  0.00351386
        1402    -3.93398    -3.84918  0.00351187
        1403    -3.94729    -3.84925  0.00351006
        1404    -3.92842     -3.8493  0.00350802
        1405    -3.87709    -3.84932  0.00350558
        1406    -3.84673    -3.84932  0.00350308
        1407    -3.94345    -3.84939  0.00350123
        1408     -3.8791    -3.84941  0.00349881
        1409    -3.78051    -3.84936  0.00349667
        1410    -3.85929    -3.84937  0.00349419
        1411    -3.84177    -3.84936  0.00349172
        1412    -3.85182    -3.84936  0.00348925
        1413    -3.82568    -3.84935  0.00348682
        1414    -3.79579    -3.84931  0.00348456
        1415    -3.83717     -3.8493  0.00348211
        1416    -3.81983    -3.84928  0.00347971
        1417    -3.86766    -3.84929  0.00347728
        1418    -3.81173    -3.84927  0.00347493
        1419    -3.76882    -3.84921  0.00347294
        1420    -3.85333    -3.84921   0.0034705
        1421    -3.79321    -3.84917  0.00346828
        1422    -3.86903    -3.84919  0.00346587
        1423    -3.82041    -3.84917  0.00346349
        1424    -3.83368    -3.84916  0.00346108
        1425    -3.90529    -3.84919  0.00345887
        1426     -3.6917    -3.84908  0.00345821
        1427    -3.79631    -3.84905  0.00345598
        1428    -3.81882    -3.84903  0.00345363
        1429    -3.82902    -3.84901  0.00345124
        1430    -3.81535    -3.84899  0.00344891
        1431    -3.85639    -3.84899   0.0034465
        1432    -3.80251    -3.84896  0.00344425
        1433    -3.85958    -3.84897  0.00344185
        1434    -3.80129    -3.84894  0.00343961
        1435    -3.74254    -3.84886  0.00343801
        1436    -3.71426    -3.84877   0.0034369
        1437    -3.74995     -3.8487  0.00343519
        1438    -3.70999     -3.8486  0.00343416
        1439    -3.74258    -3.84853  0.00343256
        1440    -3.69258    -3.84842  0.00343189
        1441    -3.60194    -3.84825  0.00343376
        1442    -3.56134    -3.84805  0.00343714
        1443    -3.56869    -3.84786  0.00344021
        1444    -3.70104    -3.84776  0.00343933
        1445    -3.64769    -3.84762  0.00343973
        1446    -3.58016    -3.84743  0.00344232
        1447    -3.61873    -3.84727  0.00344357
        1448    -3.59631     -3.8471  0.00344555
        1449    -3.57941    -3.84692  0.00344812
        1450    -3.60979    -3.84675  0.00344962
        1451    -3.70315    -3.84665  0.00344866
        1452    -3.68814    -3.84654  0.00344802
        1453    -3.67795    -3.84643   0.0034476
        1454    -3.64824    -3.84629  0.00344792
        1455    -3.63521    -3.84615   0.0034486
        1456    -3.72201    -3.84606  0.00344728
        1457    -3.73094    -3.84598  0.00344582
        1458    -3.78213    -3.84594  0.00344374
        1459    -3.76467    -3.84588  0.00344183
        1460    -3.76685    -3.84583   0.0034399
        1461     -3.7444    -3.84576  0.00343824
        1462    -3.69357    -3.84566  0.00343747
        1463    -3.69498    -3.84555  0.00343666
        1464    -3.74586    -3.84548  0.00343499
        1465    -3.81253    -3.84546  0.00343272
        1466    -3.84023    -3.84546  0.00343038
        1467    -3.79569    -3.84542   0.0034282
        1468    -3.82227    -3.84541  0.00342591
        1469    -3.77533    -3.84536  0.00342391
        1470     -3.8337    -3.84535  0.00342159
        1471    -3.70102    -3.84525  0.00342067
        1472    -3.67971    -3.84514  0.00342019
        1473    -3.57012    -3.84496  0.00342296
        1474    -3.67436    -3.84484   0.0034226
        1475    -3.70965    -3.84475   0.0034215
        1476    -3.68934    -3.84464   0.0034208
        1477    -3.75966    -3.84459  0.00341897
        1478    -3.79197    -3.84455  0.00341684
        1479    -3.70059    -3.84445  0.00341592
        1480    -3.69357    -3.84435  0.00341513
        1481    -3.67417    -3.84424  0.00341476
        1482    -3.67366    -3.84412  0.00341439
        1483    -3.63257    -3.84398  0.00341507
        1484    -3.64278    -3.84384  0.00341546
        1485    -3.61946    -3.84369   0.0034165
        1486    -3.69483    -3.84359  0.00341567
        1487    -3.68143    -3.84348  0.00341511
        1488    -3.78198    -3.84344  0.00341307
        1489    -3.64987    -3.84331  0.00341325
        1490    -3.58457    -3.84314  0.00341537
        1491    -3.64146      -3.843  0.00341576
        1492    -3.61996    -3.84285  0.00341674
        1493    -3.72369    -3.84277  0.00341538
        1494    -3.68005    -3.84266  0.00341483
        1495    -3.63401    -3.84252   0.0034154
        1496    -3.73775    -3.84245  0.00341384
        1497    -3.75196    -3.84239  0.00341209
        1498    -3.80124    -3.84237  0.00340992
        1499    -3.81046    -3.84234  0.00340772
        1500    -3.80011    -3.84232  0.00340556
        1501    -3.77003    -3.84227  0.00340363
        1502    -3.79554    -3.84224  0.00340151
        1503     -3.7683    -3.84219   0.0033996
        1504    -3.70335     -3.8421  0.00339859
        1505    -3.67564    -3.84198  0.00339813
        1506    -3.70336    -3.84189  0.00339712
        1507    -3.73959    -3.84183  0.00339555
        1508    -3.80734     -3.8418  0.00339337
        1509    -3.75899    -3.84175  0.00339157
        1510    -3.73437    -3.84168  0.00339007
        1511    -3.73286     -3.8416  0.00338859
        1512    -3.72121    -3.84152  0.00338728
        1513    -3.75012    -3.84146  0.00338558
        1514     -3.6932    -3.84137  0.00338476
        1515    -3.73535     -3.8413  0.00338325
        1516    -3.66068    -3.84118  0.00338312
        1517    -3.54542    -3.84098   0.0033865
        1518    -3.57286    -3.84081  0.00338887
        1519    -3.60248    -3.84065  0.00339027
        1520    -3.55784    -3.84046  0.00339314
        1521    -3.62981    -3.84032  0.00339374
        1522    -3.56773    -3.84014  0.00339623
        1523    -3.57949    -3.83997  0.00339831
        1524    -3.72256     -3.8399  0.00339695
        1525    -3.69121     -3.8398  0.00339612
        1526    -3.79648    -3.83977  0.00339402
        1527    -3.77749    -3.83973  0.00339204
        1528    -3.86997    -3.83975  0.00338988
        1529    -3.82362    -3.83974  0.00338768
        1530    -3.87447    -3.83976  0.00338554
        1531    -3.80633    -3.83974   0.0033834
        1532    -3.74297    -3.83968  0.00338178
        1533    -3.77659    -3.83964  0.00337982
        1534    -3.73244    -3.83957  0.00337834
        1535    -3.76277    -3.83952  0.00337651
        1536    -3.72761    -3.83944   0.0033751
        1537    -3.84845    -3.83945  0.00337291
        1538     -3.8025    -3.83942   0.0033708
        1539    -3.84479    -3.83943  0.00336861
        1540    -3.79218     -3.8394  0.00336657
        1541    -3.72002    -3.83932  0.00336527
        1542     -3.7768    -3.83928  0.00336333
        1543    -3.75614    -3.83923  0.00336159
        1544    -3.71607    -3.83915  0.00336035
        1545    -3.72059    -3.83907  0.00335906
        1546    -3.75042    -3.83901  0.00335737
        1547    -3.79882    -3.83899   0.0033553
        1548     -3.7471    -3.83893  0.00335366
        1549    -3.72067    -3.83885  0.00335236
        1550    -3.83304    -3.83885   0.0033502
        1551    -3.82344    -3.83884  0.00334806
        1552    -3.82497    -3.83883  0.00334591
        1553    -3.79648     -3.8388  0.00334387
        1554    -3.89023    -3.83883  0.00334188
        1555    -3.99767    -3.83894  0.00334129
        1556    -3.87596    -3.83896  0.00333923
        1557    -3.97479    -3.83905  0.00333822
        1558    -3.93748    -3.83911  0.00333668
        1559    -3.89371    -3.83914  0.00333472
        1560     -3.8354    -3.83914  0.00333259
        1561    -3.73306    -3.83907  0.00333114
        1562    -3.70697    -3.83899  0.00333009
        1563    -3.72318    -3.83892  0.00332878
        1564    -3.67359    -3.83881  0.00332833
        1565     -3.6826    -3.83871   0.0033277
        1566    -3.55046    -3.83853  0.00333066
        1567    -3.56766    -3.83835  0.00333302
        1568     -3.6618    -3.83824  0.00333279
        1569    -3.65273    -3.83812  0.00333277
        1570    -3.73656    -3.83806  0.00333127
        1571    -3.67166    -3.83795  0.00333083
        1572    -3.65055    -3.83783  0.00333085
        1573    -3.71335    -3.83775  0.00332967
        1574    -3.69935    -3.83767  0.00332871
        1575    -3.76055    -3.83762  0.00332696
        1576    -3.62823    -3.83748   0.0033275
        1577    -3.67631    -3.83738  0.00332696
        1578    -3.67934    -3.83728  0.00332636
        1579    -3.58203    -3.83712  0.00332818
        1580    -3.61867    -3.83698  0.00332894
        1581    -3.76285    -3.83693  0.00332717
        1582     -3.8233    -3.83693  0.00332508
        1583    -3.83272    -3.83692  0.00332298
        1584    -3.88166    -3.83695    0.003321
        1585    -3.86833    -3.83697  0.00331896
        1586    -3.86169    -3.83699  0.00331691
        1587     -3.8573      -3.837  0.00331484
        1588    -3.80121    -3.83698  0.00331283
        1589     -3.6734    -3.83687  0.00331234
        1590    -3.64967    -3.83676  0.00331235
        1591    -3.65709    -3.83664   0.0033122
        1592    -3.65376    -3.83653  0.00331211
        1593    -3.58527    -3.83637  0.00331378
        1594    -3.72462     -3.8363  0.00331244
        1595    -3.75673    -3.83625  0.00331074
        1596     -3.7696    -3.83621  0.00330893
        1597    -3.68642    -3.83612  0.00330819
        1598    -3.82543    -3.83611  0.00330613
        1599    -3.81096    -3.83609  0.00330409
        1600    -3.76894    -3.83605   0.0033023
        1601    -3.81993    -3.83604  0.00330025
        1602    -3.89847    -3.83608  0.00329842
        1603    -3.91061    -3.83613  0.00329669
        1604    -3.96474    -3.83621  0.00329561
        1605    -3.97287    -3.83629  0.00329466
        1606    -4.00782     -3.8364  0.00329433
        1607    -4.03884    -3.83652  0.00329469
        1608    -3.94122    -3.83659  0.00329329
        1609    -3.98739    -3.83668  0.00329257
        1610    -3.83649    -3.83668  0.00329053
        1611    -3.81779    -3.83667  0.00328851
        1612    -3.81119    -3.83666   0.0032865
        1613    -3.88558    -3.83669  0.00328461
        1614    -3.90931    -3.83673  0.00328288
        1615    -3.87682    -3.83676  0.00328094
        1616    -3.81302    -3.83674  0.00327894
        1617    -3.83253    -3.83674  0.00327692
        1618    -3.85534    -3.83675  0.00327491
        1619    -3.87745    -3.83678  0.00327299
        1620    -3.85288    -3.83679  0.00327098
        1621    -3.84093    -3.83679  0.00326896
        1622    -3.75621    -3.83674  0.00326733
        1623    -3.76508    -3.83669  0.00326561
        1624    -3.88159    -3.83672  0.00326372
        1625    -3.93061    -3.83678  0.00326222
        1626    -3.85075    -3.83679  0.00326022
        1627    -3.78374    -3.83676  0.00325838
        1628    -3.69085    -3.83667  0.00325761
        1629    -3.63943    -3.83654  0.00325786
        1630    -3.75487    -3.83649  0.00325625
        1631    -3.74948    -3.83644  0.00325469
        1632    -3.72168    -3.83637  0.00325346
        1633    -3.67835    -3.83627   0.0032529
        1634      -3.739    -3.83621  0.00325146
        1635     -3.6578    -3.83611   0.0032513
        1636    -3.66464      -3.836    0.003251
        1637    -3.80349    -3.83598  0.00324908
        1638    -3.74621    -3.83593  0.00324755
        1639     -3.7516    -3.83587  0.00324598
        1640    -3.77983    -3.83584  0.00324418
        1641    -3.69996    -3.83576  0.00324326
        1642    -3.69882    -3.83567  0.00324236
        1643    -3.61724    -3.83554  0.00324311
        1644    -3.73278    -3.83548  0.00324174
        1645    -3.70845     -3.8354  0.00324069
        1646    -3.74775    -3.83535  0.00323916
        1647    -3.71729    -3.83528  0.00323798
        1648    -3.77556    -3.83524  0.00323622
        1649    -3.78542    -3.83521   0.0032344
        1650    -3.63041    -3.83509  0.00323482
        1651    -3.53679    -3.83491   0.0032379
        1652    -3.67236    -3.83481  0.00323744
        1653    -3.67379    -3.83471  0.00323694
        1654    -3.65103     -3.8346  0.00323689
        1655    -3.65847    -3.83449  0.00323668
        1656    -3.70808    -3.83442  0.00323563
        1657    -3.67488    -3.83432  0.00323511
        1658    -3.68194    -3.83423  0.00323446
        1659    -3.73088    -3.83417  0.00323311
        1660    -3.73049     -3.8341  0.00323177
        1661    -3.74204    -3.83405   0.0032303
        1662    -3.73054    -3.83399  0.00322895
        1663    -3.78261    -3.83395  0.00322716
        1664    -3.74445     -3.8339  0.00322567
        1665    -3.77778    -3.83387  0.00322391
        1666    -3.88115     -3.8339   0.0032221
        1667    -3.82626    -3.83389  0.00322017
        1668    -3.83731    -3.83389  0.00321824
        1669    -3.77423    -3.83386  0.00321651
        1670    -3.90006     -3.8339  0.00321483
        1671     -3.9423    -3.83396  0.00321356
        1672    -3.81292    -3.83395  0.00321166
        1673    -3.79031    -3.83392  0.00320985
        1674    -3.76561    -3.83388  0.00320819
        1675    -3.80423    -3.83386  0.00320632
        1676    -3.73164     -3.8338  0.00320499
        1677     -3.7449    -3.83375  0.00320352
        1678    -3.72061    -3.83368  0.00320232
        1679    -3.66886    -3.83358  0.00320191
        1680    -3.81588    -3.83357  0.00320002
        1681    -3.74112    -3.83352  0.00319859
        1682    -3.75622    -3.83347  0.00319702
        1683      -3.803    -3.83345  0.00319517
        1684    -3.82818    -3.83345  0.00319328
        1685    -3.85888    -3.83347  0.00319142
        1686    -3.84577    -3.83347  0.00318953
        1687    -3.69376    -3.83339  0.00318872
        1688    -3.77259    -3.83336  0.00318703
        1689    -3.74115     -3.8333  0.00318561
        1690    -3.69629    -3.83322  0.00318476
        1691    -3.75296    -3.83317  0.00318323
        1692    -3.78621    -3.83314  0.00318147
        1693    -3.82752    -3.83314  0.00317959
        1694    -3.81129    -3.83313  0.00317774
        1695    -3.79013     -3.8331  0.00317597
        1696    -3.79779    -3.83308  0.00317416
        1697    -3.76866    -3.83304  0.00317252
        1698    -3.85368    -3.83306  0.00317068
        1699    -3.84183    -3.83306  0.00316881
        1700    -3.79465    -3.83304  0.00316703
        1701     -3.7649      -3.833  0.00316542
        1702    -3.71471    -3.83293  0.00316432
        1703    -3.71131    -3.83286  0.00316327
        1704    -3.78224    -3.83283  0.00316156
        1705    -3.82193    -3.83282  0.00315971
        1706    -3.83664    -3.83282  0.00315786
        1707    -3.77955    -3.83279  0.00315616
        1708    -3.73862    -3.83274  0.00315479
        1709    -3.82982    -3.83274  0.00315295
        1710    -3.81951    -3.83273  0.00315111
        1711    -3.79626    -3.83271  0.00314934
        1712    -3.84279    -3.83271  0.00314751
        1713    -3.80863     -3.8327   0.0031457
        1714    -3.83247     -3.8327  0.00314387
        1715     -3.8113    -3.83269  0.00314206
        1716    -3.78392    -3.83266  0.00314036
        1717    -3.71357    -3.83259  0.00313929
        1718    -3.74649    -3.83254  0.00313787
        1719    -3.82386    -3.83253  0.00313605
        1720    -3.73342    -3.83248  0.00313475
        1721    -3.75144    -3.83243  0.00313328
        1722    -3.67249    -3.83234  0.00313284
        1723    -3.79862    -3.83232  0.00313108
        1724    -3.75513    -3.83227  0.00312959
        1725    -3.67813    -3.83218  0.00312905
        1726    -3.73263    -3.83212  0.00312777
        1727    -3.68964    -3.83204  0.00312704
        1728    -3.72344    -3.83198  0.00312587
        1729    -3.75078    -3.83193  0.00312441
        1730    -3.74876    -3.83188  0.00312298
        1731    -3.70719    -3.83181    0.003122
