#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        2670    -3.98519    -3.82341   0.0022837
        2671     -3.9483    -3.82346  0.00228332
        2672    -3.91382    -3.82349  0.00228272
        2673    -3.92671    -3.82353  0.00228219
        2674    -3.93648    -3.82358  0.00228173
        2675     -3.8777     -3.8236  0.00228097
        2676    -3.83612     -3.8236  0.00228012
        2677    -3.86865    -3.82362  0.00227933
        2678    -3.86122    -3.82363  0.00227852
        2679    -3.90387    -3.82366  0.00227787
        2680    -3.96003    -3.82371  0.00227759
        2681    -3.92571    -3.82375  0.00227706
        2682    -3.98234    -3.82381  0.00227697
        2683    -3.94509    -3.82385  0.00227657
        2684    -3.92149    -3.82389  0.00227602
        2685    -3.87212    -3.82391  0.00227524
        2686    -3.81126     -3.8239   0.0022744
        2687    -3.86445    -3.82392   0.0022736
        2688    -3.91714    -3.82395  0.00227302
        2689    -3.99191    -3.82402  0.00227303
        2690    -3.91099    -3.82405  0.00227242
        2691    -3.84047    -3.82405  0.00227158
        2692     -3.7288    -3.82402  0.00227101
        2693    -3.76405      -3.824  0.00227028
        2694    -3.72059    -3.82396  0.00226976
        2695    -3.74822    -3.82393  0.00226909
        2696    -3.82608    -3.82393  0.00226825
        2697     -3.8914    -3.82396  0.00226755
        2698     -3.9155    -3.82399  0.00226696
        2699    -3.95424    -3.82404  0.00226663
        2700    -3.93878    -3.82408  0.00226619
        2701    -4.03351    -3.82416  0.00226668
        2702    -3.91914    -3.82419  0.00226611
        2703    -3.87864    -3.82421  0.00226537
        2704    -3.86649    -3.82423  0.00226458
        2705    -3.90339    -3.82426  0.00226393
        2706    -3.98708    -3.82432   0.0022639
        2707    -3.97477    -3.82437  0.00226374
        2708    -3.88379     -3.8244  0.00226301
        2709    -3.89386    -3.82442  0.00226232
        2710    -3.91081    -3.82445  0.00226171
        2711    -3.88573    -3.82448  0.00226099
        2712    -3.83592    -3.82448  0.00226016
        2713    -3.82707    -3.82448  0.00225933
        2714    -3.84421    -3.82449  0.00225851
        2715    -3.87133    -3.82451  0.00225774
        2716    -3.89792    -3.82453  0.00225707
        2717    -3.90852    -3.82456  0.00225645
        2718    -3.90213    -3.82459   0.0022558
        2719    -3.88895    -3.82462   0.0022551
        2720    -3.91875    -3.82465  0.00225453
        2721    -3.90978    -3.82468  0.00225392
        2722    -3.87084     -3.8247  0.00225316
        2723    -3.82491     -3.8247  0.00225233
        2724    -3.92122    -3.82473  0.00225178
        2725    -3.95052    -3.82478  0.00225143
        2726    -4.00061    -3.82485  0.00225153
        2727    -3.91564    -3.82488  0.00225095
        2728    -3.84734    -3.82489  0.00225014
        2729    -3.95074    -3.82493  0.00224979
        2730    -3.90745    -3.82496  0.00224916
        2731    -3.86589    -3.82498  0.00224839
        2732     -3.8972      -3.825  0.00224772
        2733    -3.92372    -3.82504  0.00224719
        2734    -3.92077    -3.82508  0.00224664
        2735    -3.96239    -3.82513  0.00224638
        2736    -4.00971    -3.82519  0.00224657
        2737    -3.92508    -3.82523  0.00224605
        2738    -3.96984    -3.82528  0.00224585
        2739     -3.9061    -3.82531  0.00224522
        2740    -3.95134    -3.82536  0.00224487
        2741    -3.96889    -3.82541  0.00224467
        2742    -3.86198    -3.82542  0.00224389
        2743    -3.86894    -3.82544  0.00224313
        2744    -3.96627    -3.82549  0.00224289
        2745    -3.92425    -3.82553  0.00224237
        2746    -3.99775    -3.82559  0.00224243
        2747    -3.89484    -3.82562  0.00224175
        2748    -3.87573    -3.82563  0.00224101
        2749    -3.91671    -3.82567  0.00224044
        2750    -3.87529    -3.82568   0.0022397
        2751    -3.81798    -3.82568  0.00223889
        2752     -3.7545    -3.82566  0.00223822
        2753    -3.77838    -3.82564  0.00223747
        2754    -3.77102    -3.82562  0.00223675
        2755    -3.92538    -3.82566  0.00223623
        2756    -3.97217    -3.82571  0.00223605
        2757    -3.94963    -3.82575  0.00223569
        2758    -3.82601    -3.82575  0.00223488
        2759    -3.78917    -3.82574  0.00223411
        2760    -3.76978    -3.82572  0.00223339
        2761     -3.7176    -3.82568  0.00223293
        2762    -3.83199    -3.82568  0.00223212
        2763    -3.78869    -3.82567  0.00223135
        2764    -3.83682    -3.82567  0.00223055
        2765    -3.81355    -3.82567  0.00222975
        2766    -3.89512    -3.82569  0.00222908
        2767    -3.90867    -3.82572  0.00222848
        2768    -3.97047    -3.82578  0.00222829
        2769    -3.98194    -3.82583   0.0022282
        2770    -3.83031    -3.82583  0.00222739
        2771    -3.79577    -3.82582  0.00222661
        2772    -3.73543    -3.82579  0.00222605
        2773    -3.73901    -3.82576  0.00222547
        2774    -3.80276    -3.82575  0.00222468
        2775    -3.87668    -3.82577  0.00222395
        2776    -3.92236     -3.8258  0.00222342
        2777    -3.87342    -3.82582  0.00222269
        2778    -3.86381    -3.82584  0.00222193
        2779    -3.81764    -3.82583  0.00222113
        2780      -3.773    -3.82581  0.00222042
        2781    -3.75573    -3.82579  0.00221976
        2782    -3.76287    -3.82577  0.00221908
        2783    -3.72016    -3.82573  0.00221861
        2784    -3.70609    -3.82568  0.00221823
        2785    -3.80157    -3.82568  0.00221745
        2786    -3.85907    -3.82569  0.00221668
        2787    -3.86192     -3.8257  0.00221592
        2788    -3.78653    -3.82569  0.00221517
        2789    -3.82719    -3.82569  0.00221438
        2790    -3.85289     -3.8257  0.00221361
        2791    -3.71483    -3.82566  0.00221317
        2792    -3.72735    -3.82562  0.00221266
        2793    -3.79562    -3.82561  0.00221189
        2794    -3.81552    -3.82561   0.0022111
        2795    -3.69239    -3.82556  0.00221083
        2796    -3.76694    -3.82554  0.00221014
        2797    -3.86151    -3.82555  0.00220938
        2798     -3.9203    -3.82559  0.00220885
        2799    -3.89833    -3.82561  0.00220822
        2800    -3.93263    -3.82565  0.00220776
        2801    -3.86039    -3.82566    0.002207
        2802    -3.78977    -3.82565  0.00220625
        2803    -3.79718    -3.82564  0.00220549
        2804    -3.79387    -3.82563  0.00220473
        2805    -3.83327    -3.82563  0.00220395
        2806    -3.81539    -3.82563  0.00220317
        2807    -3.77817    -3.82561  0.00220245
        2808    -3.69845    -3.82557  0.00220213
        2809    -3.84722    -3.82557  0.00220136
        2810    -3.80243    -3.82556  0.00220059
        2811    -3.85699    -3.82558  0.00219983
        2812    -3.81256    -3.82557  0.00219906
        2813    -3.84328    -3.82558  0.00219828
        2814    -3.80558    -3.82557  0.00219751
        2815    -3.89673     -3.8256  0.00219688
        2816    -3.91753    -3.82563  0.00219634
        2817    -3.84578    -3.82564  0.00219557
        2818    -3.78573    -3.82562  0.00219484
        2819    -3.92027    -3.82565  0.00219432
        2820    -3.91386    -3.82569  0.00219376
        2821    -3.92052    -3.82572  0.00219324
        2822    -3.94687    -3.82576  0.00219289
        2823     -3.8932    -3.82579  0.00219224
        2824     -3.8796    -3.82581  0.00219155
        2825    -3.91277    -3.82584  0.00219099
        2826    -3.88518    -3.82586  0.00219031
        2827    -3.91144    -3.82589  0.00218975
        2828    -3.88849    -3.82591  0.00218908
        2829    -3.97385    -3.82596  0.00218893
        2830    -3.87233    -3.82598  0.00218822
        2831    -3.88049      -3.826  0.00218753
        2832    -3.88246    -3.82602  0.00218685
        2833    -3.91106    -3.82605  0.00218629
        2834    -3.84472    -3.82605  0.00218553
        2835    -3.84995    -3.82606  0.00218477
        2836    -3.73845    -3.82603  0.00218422
        2837    -3.78962    -3.82602  0.00218349
        2838    -3.81386    -3.82601  0.00218272
        2839    -3.82133    -3.82601  0.00218195
        2840    -3.78774      -3.826  0.00218123
        2841    -3.74948    -3.82597  0.00218062
        2842    -3.79008    -3.82596  0.00217989
        2843    -3.81825    -3.82596  0.00217913
        2844    -3.90098    -3.82598  0.00217852
        2845    -3.88204      -3.826  0.00217785
        2846    -3.73988    -3.82597  0.00217729
        2847    -3.71012    -3.82593  0.00217691
        2848    -3.68153    -3.82588  0.00217673
        2849    -3.69344    -3.82584  0.00217646
        2850    -3.78699    -3.82582  0.00217574
        2851    -3.88517    -3.82584  0.00217508
        2852    -3.94978    -3.82589  0.00217475
        2853    -3.90508    -3.82591  0.00217417
        2854    -3.99059    -3.82597  0.00217417
        2855    -3.99399    -3.82603  0.00217421
        2856    -3.86442    -3.82604  0.00217349
        2857    -3.94523    -3.82609  0.00217312
        2858     -3.9039    -3.82611  0.00217254
        2859     -3.8395    -3.82612  0.00217178
        2860    -3.83397    -3.82612  0.00217102
        2861    -3.91239    -3.82615  0.00217047
        2862    -3.88566    -3.82617  0.00216981
        2863    -3.89493     -3.8262  0.00216919
        2864    -3.79829    -3.82619  0.00216845
        2865      -3.775    -3.82617  0.00216777
        2866    -3.88662    -3.82619  0.00216712
        2867     -3.7691    -3.82617  0.00216645
        2868    -3.73798    -3.82614  0.00216592
        2869    -3.77046    -3.82612  0.00216525
        2870    -3.81253    -3.82611   0.0021645
        2871    -3.81488    -3.82611  0.00216375
        2872    -3.77512    -3.82609  0.00216307
        2873    -3.83768     -3.8261  0.00216232
        2874     -3.8589    -3.82611   0.0021616
        2875    -3.93408    -3.82615  0.00216117
        2876     -3.9623    -3.82619  0.00216094
        2877    -4.02135    -3.82626  0.00216125
        2878     -3.9931    -3.82632  0.00216128
        2879    -4.08875    -3.82641  0.00216245
        2880    -3.99513    -3.82647  0.00216249
        2881    -4.00878    -3.82653  0.00216267
        2882    -3.89703    -3.82656  0.00216205
        2883    -3.83846    -3.82656  0.00216131
        2884     -3.8302    -3.82656  0.00216056
        2885    -3.85502    -3.82657  0.00215983
        2886    -3.88184    -3.82659  0.00215917
        2887    -3.86254     -3.8266  0.00215846
        2888     -3.9369    -3.82664  0.00215805
        2889    -3.93079    -3.82668   0.0021576
        2890    -3.88537     -3.8267  0.00215695
        2891    -3.88264    -3.82672  0.00215629
        2892    -3.94619    -3.82676  0.00215594
        2893    -3.93168    -3.82679   0.0021555
        2894    -3.89261    -3.82682  0.00215488
        2895    -3.94757    -3.82686  0.00215453
        2896    -3.92496    -3.82689  0.00215406
        2897    -3.93554    -3.82693  0.00215364
        2898    -3.90141    -3.82696  0.00215305
        2899    -3.88406    -3.82698   0.0021524
        2900    -3.84844    -3.82698  0.00215167
        2901    -3.81861    -3.82698  0.00215093
        2902     -3.8002    -3.82697  0.00215021
        2903    -3.85098    -3.82698  0.00214948
        2904    -3.85998    -3.82699  0.00214877
        2905    -3.86032      -3.827  0.00214806
        2906     -3.8925    -3.82702  0.00214744
        2907    -3.88798    -3.82705  0.00214681
        2908    -3.84882    -3.82705  0.00214608
        2909    -3.81537    -3.82705  0.00214535
        2910    -3.81087    -3.82704  0.00214462
        2911    -3.89123    -3.82707  0.00214399
        2912    -3.91001    -3.82709  0.00214345
        2913    -3.83864     -3.8271  0.00214271
        2914    -3.83362     -3.8271  0.00214198
        2915    -3.79747    -3.82709  0.00214127
        2916    -3.86254     -3.8271  0.00214057
        2917    -3.89275    -3.82712  0.00213995
        2918    -3.99586    -3.82718     0.00214
        2919    -3.94583    -3.82722  0.00213965
        2920    -3.95476    -3.82727  0.00213937
        2921    -3.93152     -3.8273  0.00213893
        2922    -3.99482    -3.82736  0.00213897
        2923    -3.93615     -3.8274  0.00213856
        2924    -3.91208    -3.82743  0.00213803
        2925    -3.86097    -3.82744  0.00213733
        2926    -3.75944    -3.82741  0.00213672
        2927    -3.82353    -3.82741  0.00213599
        2928    -3.76203    -3.82739  0.00213538
        2929    -3.82936    -3.82739  0.00213465
        2930    -3.79404    -3.82738  0.00213395
        2931    -3.78132    -3.82736  0.00213328
        2932    -3.73156    -3.82733   0.0021328
        2933    -3.65758    -3.82727  0.00213286
        2934    -3.67168    -3.82722  0.00213279
        2935    -3.81989    -3.82722  0.00213207
        2936    -3.82066    -3.82722  0.00213134
        2937    -3.85097    -3.82722  0.00213063
        2938    -3.85199    -3.82723  0.00212993
        2939    -3.85407    -3.82724  0.00212922
        2940    -3.79079    -3.82723  0.00212853
        2941    -3.71879    -3.82719  0.00212813
        2942     -3.6948    -3.82715  0.00212788
        2943    -3.72786    -3.82711  0.00212742
        2944    -3.78936     -3.8271  0.00212674
        2945    -3.85369    -3.82711  0.00212604
        2946    -3.94402    -3.82715  0.00212569
        2947    -3.87413    -3.82717  0.00212502
        2948    -3.92572     -3.8272  0.00212457
        2949    -3.91081    -3.82723  0.00212404
        2950    -3.90599    -3.82725  0.00212348
        2951    -3.82106    -3.82725  0.00212276
        2952    -3.73039    -3.82722   0.0021223
        2953    -3.79464    -3.82721  0.00212161
        2954    -3.73375    -3.82718  0.00212113
        2955    -3.73215    -3.82714  0.00212065
        2956    -3.73287    -3.82711  0.00212017
        2957    -3.71107    -3.82707  0.00211982
        2958    -3.82557    -3.82707   0.0021191
        2959    -3.76762    -3.82705  0.00211848
        2960    -3.71706    -3.82701  0.00211809
        2961    -3.61247    -3.82694  0.00211862
        2962    -3.66804    -3.82689  0.00211858
        2963    -3.75529    -3.82686    0.002118
        2964    -3.67607    -3.82681   0.0021179
        2965    -3.63938    -3.82675  0.00211813
        2966    -3.61973    -3.82668  0.00211856
        2967    -3.65297    -3.82662  0.00211866
        2968    -3.76429     -3.8266  0.00211805
        2969    -3.74418    -3.82657  0.00211752
        2970    -3.70309    -3.82653  0.00211721
        2971    -3.72808     -3.8265  0.00211676
        2972    -3.75845    -3.82648  0.00211617
        2973    -3.66024    -3.82642   0.0021162
        2974    -3.76417     -3.8264  0.00211559
        2975    -3.84235     -3.8264  0.00211489
        2976    -3.88126    -3.82642  0.00211426
        2977    -3.80231    -3.82641  0.00211356
        2978    -3.86994    -3.82643   0.0021129
        2979    -3.90699    -3.82646  0.00211237
        2980    -3.93425    -3.82649  0.00211197
        2981    -4.01076    -3.82655  0.00211216
        2982    -4.03293    -3.82662  0.00211259
        2983    -4.00201    -3.82668   0.0021127
        2984    -3.84013    -3.82669  0.00211199
        2985    -3.84793    -3.82669   0.0021113
        2986    -3.78504    -3.82668  0.00211064
        2987    -3.80704    -3.82667  0.00210994
        2988    -3.80164    -3.82666  0.00210925
        2989    -3.75345    -3.82664  0.00210869
        2990    -3.83814    -3.82664  0.00210799
        2991    -3.86346    -3.82666  0.00210732
        2992    -3.84182    -3.82666  0.00210662
        2993    -3.81142    -3.82666  0.00210592
        2994    -3.76021    -3.82663  0.00210534
        2995    -3.77055    -3.82662  0.00210472
        2996    -3.73621    -3.82659  0.00210423
        2997    -3.81444    -3.82658  0.00210353
        2998    -3.78378    -3.82657  0.00210288
        2999    -3.85524    -3.82658   0.0021022
        3000    -3.72772    -3.82654  0.00210176
        3001    -3.77964    -3.82653  0.00210111
        3002    -3.67649    -3.82648  0.00210101
        3003    -3.68761    -3.82643  0.00210082
        3004    -3.69402    -3.82639  0.00210058
        3005    -3.80552    -3.82638  0.00209989
        3006    -3.79611    -3.82637  0.00209922
        3007    -3.76739    -3.82635  0.00209861
        3008    -3.72527    -3.82632  0.00209818
        3009    -3.69512    -3.82627  0.00209794
        3010    -3.76447    -3.82625  0.00209734
        3011    -3.68094    -3.82621   0.0020972
        3012    -3.79143    -3.82619  0.00209654
        3013    -3.70502    -3.82615  0.00209623
        3014    -3.77925    -3.82614  0.00209559
        3015     -3.8304    -3.82614  0.00209489
        3016    -3.92731    -3.82617  0.00209447
        3017    -3.89643     -3.8262   0.0020939
        3018    -3.93284    -3.82623  0.00209351
        3019    -3.85606    -3.82624  0.00209284
        3020    -3.91814    -3.82627  0.00209237
        3021     -3.8972     -3.8263  0.00209181
        3022    -3.85693    -3.82631  0.00209114
        3023    -3.77708    -3.82629  0.00209051
        3024     -3.8282    -3.82629  0.00208982
        3025    -3.77037    -3.82627  0.00208921
        3026    -3.84878    -3.82628  0.00208853
        3027    -3.77061    -3.82626  0.00208792
        3028    -3.83399    -3.82626  0.00208724
        3029    -3.79847    -3.82625  0.00208657
        3030     -3.7537    -3.82623  0.00208601
        3031    -3.65311    -3.82617  0.00208611
        3032    -3.64714    -3.82611  0.00208626
        3033    -3.59981    -3.82604   0.0020869
        3034    -3.74561    -3.82601  0.00208638
        3035    -3.80495    -3.82601  0.00208571
        3036    -3.78444    -3.82599  0.00208506
        3037    -3.84168      -3.826  0.00208438
        3038    -3.88905    -3.82602   0.0020838
        3039    -3.80146    -3.82601  0.00208313
        3040    -3.79202      -3.826  0.00208248
        3041    -3.72478    -3.82597  0.00208206
        3042    -3.70623    -3.82593  0.00208175
        3043    -3.68388    -3.82588  0.00208158
        3044      -3.721    -3.82584  0.00208119
        3045    -3.73412    -3.82581  0.00208072
        3046    -3.70548    -3.82578  0.00208041
        3047    -3.80788    -3.82577  0.00207974
        3048    -3.83133    -3.82577  0.00207906
        3049    -3.78561    -3.82576  0.00207842
        3050    -3.80023    -3.82575  0.00207775
        3051    -3.79964    -3.82574  0.00207709
        3052    -3.82396    -3.82574  0.00207641
        3053    -3.78617    -3.82573  0.00207577
        3054    -3.82628    -3.82573  0.00207509
        3055    -3.73255     -3.8257  0.00207463
        3056    -3.73471    -3.82567  0.00207417
        3057    -3.68891    -3.82562  0.00207397
        3058    -3.73779    -3.82559  0.00207349
        3059    -3.69888    -3.82555  0.00207323
        3060    -3.72802    -3.82552   0.0020728
        3061      -3.786    -3.82551  0.00207216
        3062    -3.89345    -3.82553   0.0020716
        3063    -3.87219    -3.82555  0.00207098
        3064    -3.86318    -3.82556  0.00207034
        3065    -3.81249    -3.82555  0.00206967
        3066    -3.80338    -3.82555  0.00206901
        3067    -3.74623    -3.82552  0.00206849
        3068    -3.74116    -3.82549    0.002068
        3069    -3.79631    -3.82548  0.00206735
        3070    -3.77115    -3.82547  0.00206675
        3071    -3.85309    -3.82547   0.0020661
        3072    -3.86993    -3.82549  0.00206548
        3073    -3.77664    -3.82547  0.00206487
        3074     -3.7464    -3.82545  0.00206436
        3075    -3.78826    -3.82544  0.00206372
        3076    -3.76955    -3.82542  0.00206313
        3077    -3.83987    -3.82542  0.00206246
        3078    -3.79501    -3.82541  0.00206182
        3079    -3.78591     -3.8254  0.00206119
        3080    -3.79902    -3.82539  0.00206054
        3081    -3.80661    -3.82538  0.00205988
        3082    -3.81584    -3.82538  0.00205921
        3083    -3.85393    -3.82539  0.00205856
        3084    -3.78483    -3.82538  0.00205794
        3085    -3.92806    -3.82541  0.00205754
        3086    -3.98616    -3.82546  0.00205753
        3087    -3.97375    -3.82551  0.00205743
        3088    -3.85776    -3.82552  0.00205679
        3089    -3.78345    -3.82551  0.00205617
        3090    -3.81004     -3.8255  0.00205551
        3091    -3.85298    -3.82551  0.00205486
        3092     -3.7336    -3.82548  0.00205441
        3093    -3.83497    -3.82548  0.00205375
        3094    -3.83054    -3.82549  0.00205309
        3095    -3.86025     -3.8255  0.00205245
        3096    -3.84673     -3.8255   0.0020518
        3097    -3.81283     -3.8255  0.00205114
        3098    -3.68282    -3.82545    0.002051
        3099    -3.89988    -3.82548  0.00205048
        3100      -3.823    -3.82548  0.00204982
        3101    -3.84992    -3.82549  0.00204917
        3102    -3.71831    -3.82545   0.0020488
        3103    -3.77793    -3.82544   0.0020482
        3104    -3.84069    -3.82544  0.00204754
        3105    -3.76425    -3.82542  0.00204698
        3106    -3.77916    -3.82541  0.00204637
        3107    -3.86048    -3.82542  0.00204575
        3108    -3.76204     -3.8254  0.00204519
        3109    -3.84418     -3.8254  0.00204454
        3110    -3.81421     -3.8254  0.00204389
        3111    -3.77385    -3.82538   0.0020433
        3112    -3.82986    -3.82538  0.00204264
        3113    -3.77994    -3.82537  0.00204204
        3114    -3.75469    -3.82535  0.00204151
        3115    -3.84421    -3.82535  0.00204086
        3116    -3.91656    -3.82538  0.00204042
        3117    -3.77463    -3.82537  0.00203983
        3118    -3.81443    -3.82536  0.00203918
        3119    -3.77058    -3.82534   0.0020386
        3120    -3.84493    -3.82535  0.00203795
        3121    -3.84944    -3.82536  0.00203732
        3122    -3.85482    -3.82537  0.00203668
        3123    -3.81785    -3.82537  0.00203603
        3124    -3.77658    -3.82535  0.00203544
        3125    -3.90459    -3.82538  0.00203495
        3126    -3.92895    -3.82541  0.00203457
        3127    -3.91057    -3.82544   0.0020341
        3128      -3.906    -3.82546  0.00203361
        3129    -3.95246     -3.8255  0.00203337
        3130    -3.89335    -3.82552  0.00203283
        3131    -3.92839    -3.82556  0.00203245
        3132    -3.93921    -3.82559  0.00203212
        3133    -3.98741    -3.82564  0.00203213
        3134      -3.954    -3.82569   0.0020319
        3135    -3.98036    -3.82573  0.00203185
        3136    -4.12648    -3.82583  0.00203346
        3137    -4.00852    -3.82589  0.00203365
        3138    -3.92493    -3.82592  0.00203324
        3139    -3.93903    -3.82596  0.00203291
        3140    -3.91771    -3.82599  0.00203248
        3141    -3.82001    -3.82598  0.00203183
        3142    -3.87918      -3.826  0.00203125
        3143    -3.81743      -3.826  0.00203061
        3144    -3.83975      -3.826  0.00202997
        3145    -3.90555    -3.82603  0.00202948
        3146    -3.89233    -3.82605  0.00202895
        3147     -3.9085    -3.82608  0.00202847
        3148    -3.91281     -3.8261  0.00202801
        3149    -3.80877     -3.8261  0.00202738
        3150    -3.72873    -3.82607  0.00202697
        3151    -3.73487    -3.82604  0.00202653
        3152    -3.74998    -3.82601  0.00202603
        3153    -3.73298    -3.82598   0.0020256
        3154    -3.70086    -3.82594  0.00202535
        3155    -3.72747    -3.82591  0.00202495
        3156    -3.74412    -3.82589  0.00202447
        3157    -3.70919    -3.82585  0.00202417
        3158    -3.71675    -3.82582  0.00202382
        3159    -3.73939    -3.82579  0.00202337
        3160    -3.85454     -3.8258  0.00202275
        3161    -3.82909     -3.8258  0.00202211
        3162    -4.02275    -3.82586  0.00202243
        3163    -3.98341    -3.82591   0.0020224
        3164    -4.00245    -3.82597  0.00202253
        3165    -4.04199    -3.82603  0.00202304
        3166     -3.9887    -3.82609  0.00202306
        3167    -3.95455    -3.82613  0.00202283
        3168     -3.8966    -3.82615  0.00202231
        3169    -3.94308    -3.82619  0.00202201
        3170    -3.99838    -3.82624   0.0020221
        3171    -3.96676    -3.82628  0.00202195
        3172    -3.99671    -3.82634  0.00202202
        3173    -4.01562     -3.8264  0.00202227
        3174     -4.0127    -3.82646  0.00202248
        3175    -4.00602    -3.82651  0.00202263
        3176    -3.96629    -3.82656  0.00202248
        3177    -3.89584    -3.82658  0.00202196
        3178    -3.90059     -3.8266  0.00202145
        3179    -3.88474    -3.82662   0.0020209
        3180    -3.88882    -3.82664  0.00202036
        3181    -3.93234    -3.82667     0.00202
        3182    -3.94236    -3.82671  0.00201969
        3183    -3.92248    -3.82674  0.00201928
        3184    -4.01783     -3.8268  0.00201954
        3185    -3.99999    -3.82685  0.00201964
        3186    -4.07801    -3.82693  0.00202054
        3187    -4.07247    -3.82701  0.00202137
        3188     -4.1233     -3.8271  0.00202288
        3189    -4.06904    -3.82718  0.00202366
        3190    -4.00085    -3.82723  0.00202376
        3191    -4.02357    -3.82729  0.00202406
        3192    -4.06616    -3.82737  0.00202481
        3193    -4.03951    -3.82744  0.00202527
        3194    -4.00077    -3.82749  0.00202536
        3195      -4.015    -3.82755  0.00202558
        3196    -4.03062    -3.82761  0.00202594
        3197    -3.98356    -3.82766  0.00202589
        3198    -4.10572    -3.82775  0.00202712
        3199    -4.07306    -3.82782  0.00202794
        3200    -3.92359    -3.82785  0.00202753
        3201     -3.9421    -3.82789  0.00202721
        3202    -4.00396    -3.82795  0.00202732
        3203    -3.96147    -3.82799  0.00202712
        3204    -3.98139    -3.82803  0.00202705
        3205    -3.97409    -3.82808  0.00202693
        3206    -3.89842     -3.8281  0.00202641
        3207    -3.88546    -3.82812  0.00202586
        3208     -3.9371    -3.82815  0.00202551
        3209    -3.93746    -3.82819  0.00202517
        3210    -3.86385     -3.8282  0.00202457
        3211    -3.86466    -3.82821  0.00202397
        3212     -3.8518    -3.82822  0.00202335
        3213    -3.92209    -3.82825  0.00202294
        3214     -3.7787    -3.82823  0.00202236
        3215    -3.80005    -3.82822  0.00202175
        3216    -3.90977    -3.82825  0.00202128
        3217    -3.86965    -3.82826   0.0020207
        3218    -3.78597    -3.82825  0.00202011
        3219    -3.84957    -3.82825   0.0020195
        3220    -3.81431    -3.82825  0.00201887
        3221    -3.79503    -3.82824  0.00201827
        3222    -3.89045    -3.82826  0.00201774
        3223    -3.84224    -3.82826  0.00201712
        3224    -3.91261    -3.82829  0.00201666
        3225    -3.87597     -3.8283  0.00201609
        3226    -3.92048    -3.82833  0.00201567
        3227    -3.88385    -3.82835  0.00201512
        3228    -3.86744    -3.82836  0.00201453
        3229    -3.88705    -3.82838  0.00201399
        3230     -3.9162    -3.82841  0.00201355
        3231    -3.93497    -3.82844  0.00201319
        3232    -3.90493    -3.82846  0.00201271
        3233    -3.85114    -3.82847   0.0020121
        3234    -3.83857    -3.82847  0.00201148
        3235    -3.85117    -3.82848  0.00201087
        3236    -3.87474     -3.8285   0.0020103
        3237    -3.80476    -3.82849  0.00200969
        3238    -3.72645    -3.82846  0.00200932
        3239    -3.75584    -3.82843  0.00200882
        3240     -3.7473    -3.82841  0.00200836
        3241    -3.75445    -3.82839  0.00200787
        3242    -3.69551    -3.82835  0.00200767
        3243    -3.69972    -3.82831  0.00200744
        3244    -3.82753    -3.82831  0.00200682
        3245    -3.83752    -3.82831  0.00200621
        3246    -3.81944    -3.82831  0.00200559
        3247    -3.75525    -3.82828   0.0020051
        3248    -3.79365    -3.82827  0.00200451
        3249    -3.73808    -3.82825  0.00200408
        3250    -3.72154    -3.82821  0.00200374
        3251    -3.72067    -3.82818  0.00200339
        3252    -3.82038    -3.82818  0.00200278
        3253    -3.74277    -3.82815  0.00200233
        3254    -3.76028    -3.82813  0.00200183
        3255    -3.86484    -3.82814  0.00200124
        3256    -3.86951    -3.82815  0.00200067
        3257    -3.80703    -3.82815  0.00200007
        3258    -3.76698    -3.82813  0.00199954
        3259    -3.67565    -3.82808  0.00199947
        3260    -3.69027    -3.82804  0.00199931
        3261    -3.72412    -3.82801  0.00199895
        3262    -3.73675    -3.82798  0.00199853
        3263    -3.77882    -3.82796  0.00199798
        3264    -3.77914    -3.82795  0.00199742
        3265    -3.83993    -3.82795  0.00199681
        3266    -3.75208    -3.82793  0.00199634
        3267    -3.76415    -3.82791  0.00199582
        3268    -3.80644     -3.8279  0.00199522
        3269    -3.74131    -3.82788  0.00199479
        3270    -3.74978    -3.82785  0.00199432
        3271    -3.73641    -3.82783   0.0019939
        3272     -3.7917    -3.82781  0.00199333
        3273     -3.7327    -3.82779  0.00199293
        3274    -3.83125    -3.82779  0.00199232
        3275    -3.90596    -3.82781  0.00199185
        3276    -3.82825    -3.82781  0.00199125
        3277    -3.79469     -3.8278  0.00199066
        3278    -3.80032    -3.82779  0.00199008
        3279    -3.77942    -3.82778  0.00198952
        3280    -3.75259    -3.82775  0.00198905
        3281    -3.82228    -3.82775  0.00198844
        3282    -3.79321    -3.82774  0.00198786
        3283    -3.73598    -3.82771  0.00198746
        3284    -3.76703     -3.8277  0.00198694
        3285    -3.76385    -3.82768  0.00198643
        3286    -3.69637    -3.82764  0.00198622
        3287    -3.70933     -3.8276  0.00198595
        3288    -3.64107    -3.82754  0.00198615
        3289    -3.55734    -3.82746  0.00198725
        3290    -3.56398    -3.82738  0.00198826
        3291    -3.64182    -3.82732  0.00198845
        3292    -3.59802    -3.82726  0.00198907
        3293    -3.58532    -3.82718  0.00198982
        3294     -3.5733     -3.8271  0.00199071
        3295     -3.6414    -3.82705   0.0019909
        3296    -3.64842    -3.82699  0.00199103
        3297    -3.74758    -3.82697  0.00199058
        3298    -3.67995    -3.82693  0.00199047
        3299    -3.68838    -3.82688  0.00199031
        3300    -3.69829    -3.82684  0.00199009
        3301    -3.68279     -3.8268  0.00198996
        3302    -3.74049    -3.82677  0.00198953
        3303    -3.75647    -3.82675  0.00198905
        3304    -3.70845    -3.82672  0.00198877
