0.300,1.664970e+02,1.153740e-01
0.500,7.661880e+01,1.014980e+00
0.600,4.391700e+01,8.744850e-01
0.700,2.419790e+01,4.512290e-01
0.800,1.508080e+01,2.671670e-01
1.000,7.300430e+00,7.647650e-02
1.200,4.401940e+00,2.946550e-02
1.400,2.962360e+00,1.564750e-02
1.600,2.165640e+00,8.634230e-03
1.800,1.673190e+00,5.181350e-03
2.000,1.349450e+00,3.877070e-03
