0.300,5.920000e-03,2.999020e-03
0.500,3.459110e-01,6.981000e-03
0.600,4.132850e-01,4.873680e-03
0.700,4.263350e-01,3.879460e-03
0.800,4.369140e-01,3.084860e-03
1.000,4.160280e-01,1.388480e-03
1.200,3.716090e-01,9.469540e-04
1.400,3.165000e-01,7.597250e-04
1.600,2.701770e-01,5.674900e-04
1.800,2.303180e-01,5.758570e-04
2.000,1.973200e-01,5.711800e-04
