#		L1		<L1>
0		444.082		475.184
1		440.429		465.507
2		429.007		457.063
3		424.833		446.656
4		416.915		433.131
5		399.564		425.584
6		391.22		415.661
7		366.777		405.539
8		366.777		398.354
9		364.211		387.66
10		354.785		380.108
11		356.737		375.792
12		352.75		373.476
13		350.11		366.364
14		349.278		361.004
15		348.312		358.804
16		346.53		355.747
17		336.033		354.968
18		336.033		351.943
19		334.196		351.713
20		334.154		348.817
21		332.984		343.99
22		324.888		340.04
23		324.343		338.317
24		324.343		338.678
25		313.315		333.778
26		313.315		334.02
27		313.315		329.799
28		312.432		326.902
29		311.08		324.776
30		306.813		321.98
31		303.603		317.165
32		303.603		317.218
33		299.18		312.786
34		297.99		312.654
35		293.519		311.775
36		293.519		310.385
37		293.519		307.588
38		291.634		302.943
39		289.669		298.211
40		272.778		297.108
41		272.778		295.959
42		272.778		293.087
43		271.58		291.674
44		271.58		288.621
45		269.505		282.734
46		269.505		280.398
47		267.564		278.468
48		267.282		277.107
49		266.246		278.551
50		267.481		279.495
51		267.481		278.83
52		267.45		277.225
53		265.528		277.461
54		262.115		272.407
55		260.917		273.79
56		260.917		273.241
57		256.876		271.579
58		256.876		273.021
59		256.876		268.948
60		251.641		268.104
61		255.89		266.247
62		255.152		264.272
63		255.013		263.843
64		254.632		264.824
65		249.979		260.296
66		250.499		260.606
67		248.888		260.769
68		248.888		263.527
69		248.888		261.777
70		246.605		261.33
71		246.605		258.451
72		246.605		258.878
73		243.155		258.37
74		242.424		257.378
75		237.048		257.639
76		237.048		254.118
77		237.048		254.299
78		236.779		255.04
79		236.869		256.671
80		236.869		254.74
81		236.869		251.074
82		234.598		248.721
83		234.598		252.795
84		231.735		247.43
85		231.735		247.277
86		231.735		242.84
87		230.408		240.139
88		231.531		238.949
89		231.531		239.747
90		231.212		239.084
91		226.47		240.458
92		226.098		242.329
93		226.47		241.379
94		218.095		240.466
95		218.322		243.291
96		219.164		242.265
97		219.164		241.461
98		219.164		240.383
99		219.164		240.642
100		219.164		234.147
101		219.164		230.119
102		212.162		226.951
103		212.162		226.69
104		212.162		227.212
105		209.874		224.294
106		209.874		223.463
107		209.874		223.902
108		205.341		220.097
109		205.341		218.516
110		205.341		215.155
111		205.341		221.01
112		205.341		219.484
113		205.289		219.262
114		204.587		218.78
115		202.108		217.219
116		202.108		214.596
117		202.534		216.805
118		202.499		215.38
119		202.499		214.043
120		202.499		215.539
121		202.499		219.032
122		201.043		216.88
123		201.043		217.826
124		201.043		216.431
125		201.043		213.407
126		201.043		213.076
127		201.043		210.894
128		200.987		210.482
129		201.043		210.883
130		201.043		209.045
131		201.043		210.896
132		200.923		208.193
133		198.996		210.533
134		198.996		209.659
135		198.581		208.944
136		198.581		211.29
137		198.581		209.534
138		196.449		208.642
139		196.449		209.278
140		196.449		211.392
141		196.449		206.315
142		196.449		206.749
143		196.332		206.184
144		196.332		206.759
145		196.332		205.808
146		196.332		203.789
147		196.332		204.711
148		196.279		207.964
149		196.279		206.457
150		194.756		204.916
151		194.756		203.456
152		194.756		205.291
153		194.756		208.82
154		194.756		207.922
155		194.756		210.876
156		194.756		208.494
157		194.756		210.999
158		194.756		208.951
159		194.756		206.808
160		194.756		209.216
161		194.756		207.627
162		194.756		204.907
163		194.756		205.772
164		193.784		207.65
165		194.756		210.473
166		193.092		207.511
167		193.092		210.76
168		192.12		210.041
169		191.805		210.279
170		191.254		209.034
171		190.146		204.965
172		187.427		204.082
173		187.427		203.338
174		187.427		208.453
175		187.427		202.44
176		187.427		202.164
177		187.427		199.077
178		187.381		195.873
179		184.156		195.835
180		184.156		192.81
181		184.156		194.208
182		184.156		195.567
183		184.156		194.547
184		184.156		194.167
185		184.156		192.153
186		179.861		193.189
187		179.861		193.938
188		179.861		196.745
189		179.861		194.684
190		179.861		194.061
191		179.861		189.707
192		179.055		189.823
193		177.224		191.448
194		176.338		189.464
195		175.799		189.087
196		174.885		188.883
197		174.408		188.644
198		172.171		189.354
199		172.171		189.021
200		172.171		189.409
201		172.171		188.574
202		172.171		188.663
203		172.171		189.296
204		172.171		187.991
205		172.171		186.153
206		172.171		188.952
207		172.171		185.214
208		172.171		184.446
209		172.171		184.715
210		172.028		183.296
211		170.866		185.736
212		170.86		184.065
213		170.858		188.877
214		168.619		187.298
215		168.619		186.519
216		168.619		181.307
217		167.108		181.33
218		167.108		180.605
219		167.108		179.083
220		167.066		180.72
221		167.066		182.599
222		167.066		185.349
223		167.066		181.502
224		166.726		178.287
225		166.726		180.268
226		166.726		180.734
227		166.726		183.703
228		166.726		182.014
229		166.726		183.036
230		166.726		180.65
231		166.726		180.584
232		168.925		181.126
233		166.726		181.299
234		166.726		183.863
235		166.353		181.569
