#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         964   0.0152778   0.0152778 8.98313e-11
         965   0.0152778   0.0152778 8.97847e-11
         966   0.0152778   0.0152778 8.97382e-11
         967   0.0152778   0.0152778 8.96918e-11
         968   0.0152778   0.0152778 8.96455e-11
         969   0.0152778   0.0152778 8.95992e-11
         970   0.0152778   0.0152778  8.9553e-11
         971   0.0152778   0.0152778 8.95069e-11
         972   0.0152778   0.0152778 8.94608e-11
         973   0.0152778   0.0152778 8.94149e-11
         974   0.0152778   0.0152778 8.93689e-11
         975   0.0152778   0.0152778 8.93231e-11
         976   0.0152778   0.0152778 8.95879e-11
         977   0.0152778   0.0152778  8.9542e-11
         978   0.0152778   0.0152778 8.94962e-11
         979   0.0152778   0.0152778 8.94505e-11
         980   0.0152778   0.0152778 8.94048e-11
         981   0.0152778   0.0152778 8.93593e-11
         982   0.0152778   0.0152778 8.93137e-11
         983   0.0152778   0.0152778 8.92683e-11
         984   0.0152778   0.0152778 8.92229e-11
         985   0.0152778   0.0152778 8.91776e-11
         986   0.0152778   0.0152778 8.91324e-11
         987   0.0152778   0.0152778 8.90872e-11
         988   0.0152778   0.0152778 8.90421e-11
         989   0.0152778   0.0152778  8.9151e-11
         990   0.0152778   0.0152778 8.91059e-11
         991   0.0152778   0.0152778 8.90609e-11
         992   0.0152778   0.0152778  8.9016e-11
         993   0.0152778   0.0152778 8.89712e-11
         994   0.0152778   0.0152778 8.89264e-11
         995   0.0152778   0.0152778 8.91877e-11
         996   0.0152778   0.0152778 8.91429e-11
         997   0.0152778   0.0152778 8.90982e-11
         998   0.0152778   0.0152778 8.90536e-11
         999   0.0152778   0.0152778  8.9009e-11
        1000   0.0152778   0.0152778 8.89645e-11
        1001   0.0152778   0.0152778   8.892e-11
        1002   0.0152778   0.0152778 8.88756e-11
        1003   0.0152778   0.0152778 8.88313e-11
        1004   0.0152778   0.0152778 8.87871e-11
        1005   0.0152778   0.0152778 8.87429e-11
        1006   0.0152778   0.0152778 8.86988e-11
        1007   0.0152778   0.0152778 8.86547e-11
        1008   0.0152778   0.0152778 8.86107e-11
        1009   0.0152778   0.0152778 8.85668e-11
        1010   0.0152778   0.0152778  8.8523e-11
        1011   0.0152778   0.0152778 8.84792e-11
        1012   0.0152778   0.0152778 8.84354e-11
        1013   0.0152778   0.0152778 8.83918e-11
        1014   0.0152778   0.0152778 8.86502e-11
        1015   0.0152778   0.0152778 8.86065e-11
        1016   0.0152778   0.0152778 8.85629e-11
        1017   0.0152778   0.0152778 8.85194e-11
        1018   0.0152778   0.0152778 8.84759e-11
        1019   0.0152778   0.0152778 8.84325e-11
        1020   0.0152778   0.0152778 8.83891e-11
        1021   0.0152778   0.0152778 8.83458e-11
        1022   0.0152778   0.0152778 8.83026e-11
        1023   0.0152778   0.0152778 8.82594e-11
        1024   0.0152778   0.0152778 8.82163e-11
        1025   0.0152778   0.0152778 8.81733e-11
        1026   0.0152778   0.0152778 8.81303e-11
        1027   0.0152778   0.0152778 8.80874e-11
        1028   0.0152778   0.0152778 8.80445e-11
        1029   0.0152778   0.0152778 8.80017e-11
        1030   0.0152778   0.0152778  8.7959e-11
        1031   0.0152778   0.0152778 8.79163e-11
        1032   0.0152778   0.0152778 8.78737e-11
        1033   0.0152778   0.0152778 8.78312e-11
        1034   0.0152778   0.0152778 8.77887e-11
        1035   0.0152778   0.0152778 8.80442e-11
        1036   0.0152778   0.0152778 8.80017e-11
        1037   0.0152778   0.0152778 8.79593e-11
        1038   0.0152778   0.0152778 8.79169e-11
        1039   0.0152778   0.0152778 8.78746e-11
        1040   0.0152778   0.0152778 8.78323e-11
        1041   0.0152778   0.0152778 8.77901e-11
        1042   0.0152778   0.0152778  8.7748e-11
        1043   0.0152778   0.0152778 8.77059e-11
        1044   0.0152778   0.0152778 8.76639e-11
        1045   0.0152778   0.0152778 8.76219e-11
        1046   0.0152778   0.0152778   8.758e-11
        1047   0.0152778   0.0152778 8.75382e-11
        1048   0.0152778   0.0152778 8.74964e-11
        1049   0.0152778   0.0152778 8.71588e-11
        1050   0.0152778   0.0152778 8.68204e-11
        1051   0.0152778   0.0152778 8.64814e-11
        1052   0.0152778   0.0152778 8.61417e-11
        1053   0.0152778   0.0152778 8.61008e-11
        1054   0.0152778   0.0152778 8.57606e-11
        1055   0.0152778   0.0152778   8.557e-11
        1056   0.0152778   0.0152778 8.52288e-11
        1057   0.0152778   0.0152778 8.48869e-11
        1058   0.0152778   0.0152778 8.45443e-11
        1059   0.0152778   0.0152778  8.4201e-11
        1060   0.0152778   0.0152778 8.38569e-11
        1061   0.0152778   0.0152778  8.3512e-11
        1062   0.0152778   0.0152778 8.33196e-11
        1063   0.0152778   0.0152778 8.29737e-11
        1064   0.0152778   0.0152778  8.2627e-11
        1065   0.0152778   0.0152778 8.25881e-11
        1066   0.0152778   0.0152778 8.22408e-11
        1067   0.0152778   0.0152778 8.18926e-11
        1068   0.0152778   0.0152778 8.15437e-11
        1069   0.0152778   0.0152778 8.11938e-11
        1070   0.0152778   0.0152778 8.08431e-11
        1071   0.0152778   0.0152778 8.04916e-11
        1072   0.0152778   0.0152778 8.01391e-11
        1073   0.0152778   0.0152778 7.96273e-11
        1074   0.0152778   0.0152778 7.94315e-11
        1075   0.0152778   0.0152778 7.89168e-11
        1076   0.0152778   0.0152778 7.83996e-11
        1077   0.0152778   0.0152778   7.788e-11
        1078   0.0152778   0.0152778 7.73578e-11
        1079   0.0152778   0.0152778 7.68331e-11
        1080   0.0152778   0.0152778   7.647e-11
        1081   0.0152778   0.0152778  7.5941e-11
        1082   0.0152778   0.0152778 7.57407e-11
        1083   0.0152778   0.0152778 7.52082e-11
        1084   0.0152778   0.0152778 7.46729e-11
        1085   0.0152778   0.0152778  7.4303e-11
        1086   0.0152778   0.0152778  7.3763e-11
        1087   0.0152778   0.0152778   7.322e-11
        1088   0.0152778   0.0152778 7.26739e-11
        1089   0.0152778   0.0152778 7.21248e-11
        1090   0.0152778   0.0152778  7.1919e-11
        1091   0.0152778   0.0152778 7.13657e-11
        1092   0.0152778   0.0152778 7.08092e-11
        1093   0.0152778   0.0152778 7.02492e-11
        1094   0.0152778   0.0152778 6.96858e-11
        1095   0.0152778   0.0152778 6.91189e-11
        1096   0.0152778   0.0152778 6.85483e-11
        1097   0.0152778   0.0152778  6.8517e-11
        1098   0.0152778   0.0152778  6.7943e-11
        1099   0.0152778   0.0152778 6.73651e-11
        1100   0.0152778   0.0152778 6.67833e-11
        1101   0.0152778   0.0152778 6.61975e-11
        1102   0.0152778   0.0152778 6.56075e-11
        1103   0.0152778   0.0152778 6.53901e-11
        1104   0.0152778   0.0152778 6.47946e-11
        1105   0.0152778   0.0152778 6.41946e-11
        1106   0.0152778   0.0152778 6.39743e-11
        1107   0.0152778   0.0152778 6.33685e-11
        1108   0.0152778   0.0152778 6.27579e-11
        1109   0.0152778   0.0152778 6.25345e-11
        1110   0.0152778   0.0152778 6.19175e-11
        1111   0.0152778   0.0152778 6.12955e-11
        1112   0.0152778   0.0152778 6.06682e-11
        1113   0.0152778   0.0152778 6.00355e-11
        1114   0.0152778   0.0152778 5.96017e-11
        1115   0.0152778   0.0152778 5.93706e-11
        1116   0.0152778   0.0152778 5.87269e-11
        1117   0.0152778   0.0152778 5.80772e-11
        1118   0.0152778   0.0152778 5.74214e-11
        1119   0.0152778   0.0152778 5.67592e-11
        1120   0.0152778   0.0152778 5.60903e-11
        1121   0.0152778   0.0152778 5.58492e-11
        1122   0.0152778   0.0152778 5.53899e-11
        1123   0.0152778   0.0152778 5.47074e-11
        1124   0.0152778   0.0152778 5.40175e-11
        1125   0.0152778   0.0152778   5.332e-11
        1126   0.0152778   0.0152778   5.307e-11
        1127   0.0152778   0.0152778 5.23619e-11
        1128   0.0152778   0.0152778 5.16455e-11
        1129   0.0152778   0.0152778 5.11554e-11
        1130   0.0152778   0.0152778 5.04242e-11
        1131   0.0152778   0.0152778 5.01636e-11
        1132   0.0152778   0.0152778 4.94199e-11
        1133   0.0152778   0.0152778 4.86662e-11
        1134   0.0152778   0.0152778 4.81509e-11
        1135   0.0152778   0.0152778 4.76309e-11
        1136   0.0152778   0.0152778 4.73587e-11
        1137   0.0152778   0.0152778 4.65764e-11
        1138   0.0152778   0.0152778 4.57821e-11
        1139   0.0152778   0.0152778 4.49752e-11
        1140   0.0152778   0.0152778  4.4155e-11
        1141   0.0152778   0.0152778 4.41356e-11
        1142   0.0152778   0.0152778 4.33018e-11
        1143   0.0152778   0.0152778  4.2453e-11
        1144   0.0152778   0.0152778 4.15885e-11
        1145   0.0152778   0.0152778 4.12847e-11
        1146   0.0152778   0.0152778 4.03978e-11
        1147   0.0152778   0.0152778 3.97906e-11
        1148   0.0152778   0.0152778 3.88727e-11
        1149   0.0152778   0.0152778 3.79341e-11
        1150   0.0152778   0.0152778 3.76055e-11
        1151   0.0152778   0.0152778 3.66374e-11
        1152   0.0152778   0.0152778 3.56448e-11
        1153   0.0152778   0.0152778 3.49633e-11
        1154   0.0152778   0.0152778 3.46105e-11
        1155   0.0152778   0.0152778 3.35625e-11
        1156   0.0152778   0.0152778 3.24827e-11
        1157   0.0152778   0.0152778 3.13677e-11
        1158   0.0152778   0.0152778 3.13542e-11
        1159   0.0152778   0.0152778 3.02006e-11
        1160   0.0152778   0.0152778 2.90033e-11
        1161   0.0152778   0.0152778 2.77566e-11
        1162   0.0152778   0.0152778 2.68908e-11
        1163   0.0152778   0.0152778 2.68792e-11
        1164   0.0152778   0.0152778 2.55345e-11
        1165   0.0152778   0.0152778 2.41175e-11
        1166   0.0152778   0.0152778 2.26145e-11
        1167   0.0152778   0.0152778 2.20851e-11
        1168   0.0152778   0.0152778 2.09981e-11
        1169   0.0152778   0.0152778  1.9261e-11
        1170   0.0152778   0.0152778 1.73542e-11
        1171   0.0152778   0.0152778 1.66662e-11
        1172   0.0152778   0.0152778 1.44272e-11
        1173   0.0152778   0.0152778 1.27182e-11
        1174   0.0152778   0.0152778 9.60995e-12
        1175   0.0152778   0.0152778 8.31892e-12
        1176   0.0152778   0.0152778           0
        1177   0.0152778   0.0152778 8.31185e-12
        1178   0.0152778   0.0152778 8.30832e-12
        1179   0.0152778   0.0152778 1.17448e-11
        1180   0.0152778   0.0152778 1.43782e-11
        1181   0.0152778   0.0152778 1.65955e-11
        1182   0.0152778   0.0152778 1.65885e-11
        1183   0.0152778   0.0152778 1.85387e-11
        1184   0.0152778   0.0152778 2.02995e-11
        1185   0.0152778   0.0152778 2.19167e-11
        1186   0.0152778   0.0152778  2.2423e-11
        1187   0.0152778   0.0152778 2.34102e-11
        1188   0.0152778   0.0152778 2.48198e-11
        1189   0.0152778   0.0152778 2.52646e-11
        1190   0.0152778   0.0152778 2.65725e-11
        1191   0.0152778   0.0152778 2.74048e-11
        1192   0.0152778   0.0152778 2.86113e-11
        1193   0.0152778   0.0152778 2.89938e-11
        1194   0.0152778   0.0152778 2.97547e-11
        1195   0.0152778   0.0152778 3.04953e-11
        1196   0.0152778   0.0152778 3.15781e-11
        1197   0.0152778   0.0152778 3.19216e-11
        1198   0.0152778   0.0152778 3.29547e-11
        1199   0.0152778   0.0152778 3.36202e-11
        1200   0.0152778   0.0152778 3.39406e-11
        1201   0.0152778   0.0152778 3.49101e-11
        1202   0.0152778   0.0152778 3.58517e-11
        1203   0.0152778   0.0152778 3.58368e-11
        1204   0.0152778   0.0152778 3.67526e-11
        1205   0.0152778   0.0152778 3.76445e-11
        1206   0.0152778   0.0152778 3.85144e-11
        1207   0.0152778   0.0152778 3.84985e-11
        1208   0.0152778   0.0152778 3.93474e-11
        1209   0.0152778   0.0152778 4.01771e-11
        1210   0.0152778   0.0152778 4.04384e-11
        1211   0.0152778   0.0152778 4.09717e-11
        1212   0.0152778   0.0152778 4.17658e-11
        1213   0.0152778   0.0152778 4.25439e-11
        1214   0.0152778   0.0152778 4.27881e-11
        1215   0.0152778   0.0152778 4.32889e-11
        1216   0.0152778   0.0152778  4.4037e-11
        1217   0.0152778   0.0152778 4.42712e-11
        1218   0.0152778   0.0152778  4.5001e-11
        1219   0.0152778   0.0152778 4.54742e-11
        1220   0.0152778   0.0152778 4.56993e-11
        1221   0.0152778   0.0152778 4.64038e-11
        1222   0.0152778   0.0152778 4.68605e-11
        1223   0.0152778   0.0152778 4.70773e-11
        1224   0.0152778   0.0152778 4.77588e-11
        1225   0.0152778   0.0152778 4.82005e-11
        1226   0.0152778   0.0152778 4.81809e-11
        1227   0.0152778   0.0152778 4.88444e-11
        1228   0.0152778   0.0152778  4.9498e-11
        1229   0.0152778   0.0152778 4.94778e-11
        1230   0.0152778   0.0152778 5.01216e-11
        1231   0.0152778   0.0152778 5.07562e-11
        1232   0.0152778   0.0152778 5.09519e-11
        1233   0.0152778   0.0152778 5.13611e-11
        1234   0.0152778   0.0152778 5.19781e-11
        1235   0.0152778   0.0152778 5.25868e-11
        1236   0.0152778   0.0152778 5.25655e-11
        1237   0.0152778   0.0152778 5.31661e-11
        1238   0.0152778   0.0152778 5.37591e-11
        1239   0.0152778   0.0152778 5.39405e-11
        1240   0.0152778   0.0152778 5.43227e-11
        1241   0.0152778   0.0152778 5.49008e-11
        1242   0.0152778   0.0152778 5.50772e-11
        1243   0.0152778   0.0152778 5.54497e-11
        1244   0.0152778   0.0152778 5.56236e-11
        1245   0.0152778   0.0152778 5.61855e-11
        1246   0.0152778   0.0152778  5.6741e-11
        1247   0.0152778   0.0152778 5.67182e-11
        1248   0.0152778   0.0152778 5.72672e-11
        1249   0.0152778   0.0152778 5.78102e-11
        1250   0.0152778   0.0152778  5.7787e-11
        1251   0.0152778   0.0152778 5.83239e-11
        1252   0.0152778   0.0152778 5.88549e-11
        1253   0.0152778   0.0152778 5.88315e-11
        1254   0.0152778   0.0152778 5.93568e-11
        1255   0.0152778   0.0152778 5.98766e-11
        1256   0.0152778   0.0152778 5.98528e-11
        1257   0.0152778   0.0152778 6.03672e-11
        1258   0.0152778   0.0152778 6.08764e-11
        1259   0.0152778   0.0152778 6.08522e-11
        1260   0.0152778   0.0152778 6.11807e-11
        1261   0.0152778   0.0152778 6.16814e-11
        1262   0.0152778   0.0152778 6.18309e-11
        1263   0.0152778   0.0152778 6.21527e-11
        1264   0.0152778   0.0152778 6.23004e-11
        1265   0.0152778   0.0152778 6.27898e-11
        1266   0.0152778   0.0152778 6.31051e-11
        1267   0.0152778   0.0152778 6.32496e-11
        1268   0.0152778   0.0152778 6.37298e-11
        1269   0.0152778   0.0152778 6.40391e-11
        1270   0.0152778   0.0152778 6.41803e-11
        1271   0.0152778   0.0152778 6.46518e-11
        1272   0.0152778   0.0152778 6.49552e-11
        1273   0.0152778   0.0152778 6.50935e-11
        1274   0.0152778   0.0152778 6.55566e-11
        1275   0.0152778   0.0152778 6.55308e-11
        1276   0.0152778   0.0152778 6.59898e-11
        1277   0.0152778   0.0152778 6.64449e-11
        1278   0.0152778   0.0152778 6.64189e-11
        1279   0.0152778   0.0152778   6.687e-11
        1280   0.0152778   0.0152778 6.73174e-11
        1281   0.0152778   0.0152778 6.72911e-11
        1282   0.0152778   0.0152778 6.77347e-11
        1283   0.0152778   0.0152778 6.78641e-11
        1284   0.0152778   0.0152778 6.81481e-11
        1285   0.0152778   0.0152778 6.85845e-11
        1286   0.0152778   0.0152778 6.87114e-11
        1287   0.0152778   0.0152778 6.89906e-11
        1288   0.0152778   0.0152778 6.94201e-11
        1289   0.0152778   0.0152778 6.95445e-11
        1290   0.0152778   0.0152778 6.98191e-11
        1291   0.0152778   0.0152778 6.99423e-11
        1292   0.0152778   0.0152778 7.02147e-11
        1293   0.0152778   0.0152778 7.06341e-11
        1294   0.0152778   0.0152778  7.0755e-11
        1295   0.0152778   0.0152778 7.08755e-11
        1296   0.0152778   0.0152778 7.09956e-11
        1297   0.0152778   0.0152778 7.14085e-11
        1298   0.0152778   0.0152778  7.1673e-11
        1299   0.0152778   0.0152778 7.17908e-11
        1300   0.0152778   0.0152778 7.21977e-11
        1301   0.0152778   0.0152778   7.217e-11
        1302   0.0152778   0.0152778 7.25738e-11
        1303   0.0152778   0.0152778 7.29748e-11
        1304   0.0152778   0.0152778 7.29468e-11
        1305   0.0152778   0.0152778 7.33449e-11
        1306   0.0152778   0.0152778 7.33168e-11
        1307   0.0152778   0.0152778  7.3712e-11
        1308   0.0152778   0.0152778 7.41044e-11
        1309   0.0152778   0.0152778 7.40761e-11
        1310   0.0152778   0.0152778 7.44658e-11
        1311   0.0152778   0.0152778 7.45761e-11
        1312   0.0152778   0.0152778 7.48243e-11
        1313   0.0152778   0.0152778 7.52087e-11
        1314   0.0152778   0.0152778 7.53171e-11
        1315   0.0152778   0.0152778 7.55618e-11
        1316   0.0152778   0.0152778 7.56693e-11
        1317   0.0152778   0.0152778 7.59121e-11
        1318   0.0152778   0.0152778 7.62888e-11
        1319   0.0152778   0.0152778 7.63945e-11
        1320   0.0152778   0.0152778 7.66339e-11
        1321   0.0152778   0.0152778 7.67387e-11
        1322   0.0152778   0.0152778 7.69765e-11
        1323   0.0152778   0.0152778 7.73458e-11
        1324   0.0152778   0.0152778 7.74488e-11
        1325   0.0152778   0.0152778 7.76834e-11
        1326   0.0152778   0.0152778 7.77856e-11
        1327   0.0152778   0.0152778 7.81493e-11
        1328   0.0152778   0.0152778 7.81199e-11
        1329   0.0152778   0.0152778 7.84813e-11
        1330   0.0152778   0.0152778 7.87111e-11
        1331   0.0152778   0.0152778 7.88109e-11
        1332   0.0152778   0.0152778 7.91678e-11
        1333   0.0152778   0.0152778 7.91381e-11
        1334   0.0152778   0.0152778 7.93648e-11
        1335   0.0152778   0.0152778 7.93351e-11
        1336   0.0152778   0.0152778 7.96882e-11
        1337   0.0152778   0.0152778 8.00392e-11
        1338   0.0152778   0.0152778 8.00093e-11
        1339   0.0152778   0.0152778 8.03582e-11
        1340   0.0152778   0.0152778 8.03282e-11
        1341   0.0152778   0.0152778 8.06749e-11
        1342   0.0152778   0.0152778   8.077e-11
        1343   0.0152778   0.0152778 8.09895e-11
        1344   0.0152778   0.0152778 8.13322e-11
        1345   0.0152778   0.0152778 8.14258e-11
        1346   0.0152778   0.0152778 8.16426e-11
        1347   0.0152778   0.0152778 8.17354e-11
        1348   0.0152778   0.0152778 8.19508e-11
        1349   0.0152778   0.0152778  8.2043e-11
        1350   0.0152778   0.0152778 8.22571e-11
        1351   0.0152778   0.0152778 8.25918e-11
        1352   0.0152778   0.0152778 8.26826e-11
        1353   0.0152778   0.0152778  8.2894e-11
        1354   0.0152778   0.0152778 8.29841e-11
        1355   0.0152778   0.0152778 8.31943e-11
        1356   0.0152778   0.0152778 8.32837e-11
        1357   0.0152778   0.0152778 8.36121e-11
        1358   0.0152778   0.0152778 8.35813e-11
        1359   0.0152778   0.0152778 8.39079e-11
        1360   0.0152778   0.0152778 8.41143e-11
        1361   0.0152778   0.0152778 8.42017e-11
        1362   0.0152778   0.0152778 8.45247e-11
        1363   0.0152778   0.0152778 8.44937e-11
        1364   0.0152778   0.0152778 8.48149e-11
        1365   0.0152778   0.0152778 8.47838e-11
        1366   0.0152778   0.0152778 8.51033e-11
        1367   0.0152778   0.0152778 8.50721e-11
        1368   0.0152778   0.0152778 8.53898e-11
        1369   0.0152778   0.0152778 8.57058e-11
        1370   0.0152778   0.0152778 8.56745e-11
        1371   0.0152778   0.0152778 8.59889e-11
        1372   0.0152778   0.0152778 8.59575e-11
        1373   0.0152778   0.0152778 8.61557e-11
        1374   0.0152778   0.0152778 8.62387e-11
        1375   0.0152778   0.0152778 8.64357e-11
        1376   0.0152778   0.0152778 8.65182e-11
        1377   0.0152778   0.0152778 8.67141e-11
        1378   0.0152778   0.0152778  8.6796e-11
        1379   0.0152778   0.0152778 8.69908e-11
        1380   0.0152778   0.0152778 8.70721e-11
        1381   0.0152778   0.0152778 8.73782e-11
        1382   0.0152778   0.0152778 8.75708e-11
        1383   0.0152778   0.0152778  8.7651e-11
        1384   0.0152778   0.0152778 8.78426e-11
        1385   0.0152778   0.0152778 8.79223e-11
        1386   0.0152778   0.0152778 8.81128e-11
        1387   0.0152778   0.0152778 8.81918e-11
        1388   0.0152778   0.0152778 8.83813e-11
        1389   0.0152778   0.0152778 8.84599e-11
        1390   0.0152778   0.0152778 8.87582e-11
        1391   0.0152778   0.0152778 8.87263e-11
        1392   0.0152778   0.0152778 8.90231e-11
        1393   0.0152778   0.0152778 8.89911e-11
        1394   0.0152778   0.0152778 8.92865e-11
        1395   0.0152778   0.0152778 8.92545e-11
        1396   0.0152778   0.0152778 8.95483e-11
        1397   0.0152778   0.0152778 8.95163e-11
        1398   0.0152778   0.0152778 8.98087e-11
        1399   0.0152778   0.0152778 9.00997e-11
        1400   0.0152778   0.0152778 9.00675e-11
        1401   0.0152778   0.0152778 9.03571e-11
        1402   0.0152778   0.0152778 9.03249e-11
        1403   0.0152778   0.0152778 9.06131e-11
        1404   0.0152778   0.0152778 9.05808e-11
        1405   0.0152778   0.0152778 9.08676e-11
        1406   0.0152778   0.0152778 9.08352e-11
        1407   0.0152778   0.0152778 9.11206e-11
        1408   0.0152778   0.0152778 9.11939e-11
        1409   0.0152778   0.0152778 9.13723e-11
        1410   0.0152778   0.0152778 9.14451e-11
        1411   0.0152778   0.0152778 9.16225e-11
        1412   0.0152778   0.0152778 9.16948e-11
        1413   0.0152778   0.0152778 9.18714e-11
        1414   0.0152778   0.0152778 9.19432e-11
        1415   0.0152778   0.0152778 9.21189e-11
        1416   0.0152778   0.0152778 9.21903e-11
        1417   0.0152778   0.0152778 9.22614e-11
        1418   0.0152778   0.0152778 9.23325e-11
        1419   0.0152778   0.0152778 9.26098e-11
        1420   0.0152778   0.0152778 9.25772e-11
        1421   0.0152778   0.0152778 9.28533e-11
        1422   0.0152778   0.0152778 9.28206e-11
        1423   0.0152778   0.0152778 9.30954e-11
        1424   0.0152778   0.0152778 9.30627e-11
        1425   0.0152778   0.0152778 9.33363e-11
        1426   0.0152778   0.0152778 9.33035e-11
        1427   0.0152778   0.0152778 9.35758e-11
        1428   0.0152778   0.0152778  9.3543e-11
        1429   0.0152778   0.0152778 9.38141e-11
        1430   0.0152778   0.0152778 9.37813e-11
        1431   0.0152778   0.0152778 9.40511e-11
        1432   0.0152778   0.0152778 9.40182e-11
        1433   0.0152778   0.0152778 9.42868e-11
        1434   0.0152778   0.0152778 9.42539e-11
        1435   0.0152778   0.0152778 9.45213e-11
        1436   0.0152778   0.0152778 9.45882e-11
        1437   0.0152778   0.0152778 9.47546e-11
        1438   0.0152778   0.0152778 9.48211e-11
        1439   0.0152778   0.0152778 9.49866e-11
        1440   0.0152778   0.0152778 9.50527e-11
        1441   0.0152778   0.0152778 9.52175e-11
        1442   0.0152778   0.0152778 9.52831e-11
        1443   0.0152778   0.0152778 9.54471e-11
        1444   0.0152778   0.0152778 9.55124e-11
        1445   0.0152778   0.0152778 9.56756e-11
        1446   0.0152778   0.0152778 9.57404e-11
        1447   0.0152778   0.0152778 9.59029e-11
        1448   0.0152778   0.0152778 9.59673e-11
        1449   0.0152778   0.0152778  9.6129e-11
        1450   0.0152778   0.0152778 9.61931e-11
        1451   0.0152778   0.0152778  9.6354e-11
        1452   0.0152778   0.0152778 9.64176e-11
        1453   0.0152778   0.0152778 9.65778e-11
        1454   0.0152778   0.0152778 9.66411e-11
        1455   0.0152778   0.0152778 9.68005e-11
        1456   0.0152778   0.0152778 9.68634e-11
        1457   0.0152778   0.0152778 9.70221e-11
        1458   0.0152778   0.0152778 9.70846e-11
        1459   0.0152778   0.0152778 9.72426e-11
        1460   0.0152778   0.0152778 9.73047e-11
        1461   0.0152778   0.0152778 9.73667e-11
        1462   0.0152778   0.0152778 9.74286e-11
        1463   0.0152778   0.0152778 9.73953e-11
        1464   0.0152778   0.0152778 9.76468e-11
        1465   0.0152778   0.0152778 9.76135e-11
        1466   0.0152778   0.0152778  9.7864e-11
        1467   0.0152778   0.0152778 9.78307e-11
        1468   0.0152778   0.0152778 9.80801e-11
        1469   0.0152778   0.0152778 9.80467e-11
        1470   0.0152778   0.0152778 9.82952e-11
        1471   0.0152778   0.0152778 9.82617e-11
        1472   0.0152778   0.0152778 9.85091e-11
        1473   0.0152778   0.0152778 9.84757e-11
        1474   0.0152778   0.0152778 9.87221e-11
        1475   0.0152778   0.0152778 9.86886e-11
        1476   0.0152778   0.0152778  9.8934e-11
        1477   0.0152778   0.0152778 9.89005e-11
        1478   0.0152778   0.0152778 9.91449e-11
        1479   0.0152778   0.0152778 9.91114e-11
        1480   0.0152778   0.0152778 9.91703e-11
        1481   0.0152778   0.0152778 9.93212e-11
        1482   0.0152778   0.0152778 9.93798e-11
        1483   0.0152778   0.0152778   9.953e-11
        1484   0.0152778   0.0152778 9.95883e-11
        1485   0.0152778   0.0152778 9.97379e-11
        1486   0.0152778   0.0152778 9.97958e-11
        1487   0.0152778   0.0152778 9.99447e-11
        1488   0.0152778   0.0152778 1.00002e-10
        1489   0.0152778   0.0152778 1.00151e-10
        1490   0.0152778   0.0152778 1.00208e-10
        1491   0.0152778   0.0152778 1.00356e-10
        1492   0.0152778   0.0152778 1.00412e-10
        1493   0.0152778   0.0152778 1.00559e-10
        1494   0.0152778   0.0152778 1.00616e-10
        1495   0.0152778   0.0152778 1.00582e-10
        1496   0.0152778   0.0152778 1.00819e-10
        1497   0.0152778   0.0152778 1.00785e-10
        1498   0.0152778   0.0152778  1.0102e-10
        1499   0.0152778   0.0152778 1.00987e-10
        1500   0.0152778   0.0152778 1.01221e-10
        1501   0.0152778   0.0152778 1.01187e-10
        1502   0.0152778   0.0152778 1.01421e-10
        1503   0.0152778   0.0152778 1.01387e-10
        1504   0.0152778   0.0152778  1.0162e-10
        1505   0.0152778   0.0152778 1.01586e-10
        1506   0.0152778   0.0152778 1.01641e-10
        1507   0.0152778   0.0152778 1.01784e-10
        1508   0.0152778   0.0152778 1.01839e-10
        1509   0.0152778   0.0152778 1.01981e-10
        1510   0.0152778   0.0152778 1.02035e-10
        1511   0.0152778   0.0152778 1.02089e-10
        1512   0.0152778   0.0152778 1.02056e-10
        1513   0.0152778   0.0152778 1.02285e-10
        1514   0.0152778   0.0152778 1.02251e-10
        1515   0.0152778   0.0152778 1.02305e-10
        1516   0.0152778   0.0152778 1.02446e-10
        1517   0.0152778   0.0152778 1.02499e-10
        1518   0.0152778   0.0152778  1.0264e-10
        1519   0.0152778   0.0152778 1.02693e-10
        1520   0.0152778   0.0152778 1.02833e-10
        1521   0.0152778   0.0152778 1.02885e-10
        1522   0.0152778   0.0152778 1.03025e-10
        1523   0.0152778   0.0152778 1.03077e-10
        1524   0.0152778   0.0152778 1.03043e-10
        1525   0.0152778   0.0152778 1.03268e-10
        1526   0.0152778   0.0152778 1.03234e-10
        1527   0.0152778   0.0152778 1.03458e-10
        1528   0.0152778   0.0152778 1.03424e-10
        1529   0.0152778   0.0152778 1.03562e-10
        1530   0.0152778   0.0152778 1.03613e-10
        1531   0.0152778   0.0152778  1.0358e-10
        1532   0.0152778   0.0152778 1.03802e-10
        1533   0.0152778   0.0152778 1.03768e-10
        1534   0.0152778   0.0152778 1.03989e-10
        1535   0.0152778   0.0152778 1.03955e-10
        1536   0.0152778   0.0152778 1.04176e-10
        1537   0.0152778   0.0152778 1.04142e-10
        1538   0.0152778   0.0152778 1.04362e-10
        1539   0.0152778   0.0152778 1.04328e-10
        1540   0.0152778   0.0152778 1.04294e-10
        1541   0.0152778   0.0152778 1.04513e-10
        1542   0.0152778   0.0152778 1.04479e-10
        1543   0.0152778   0.0152778 1.04697e-10
        1544   0.0152778   0.0152778 1.04663e-10
        1545   0.0152778   0.0152778  1.0488e-10
        1546   0.0152778   0.0152778 1.04847e-10
        1547   0.0152778   0.0152778 1.04896e-10
