#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.200697    0.200697           0
           2    0.200397    0.200569   0.0709118
           3    0.197622    0.199592    0.054322
           4      0.1934    0.198046   0.0428783
           5     0.19402    0.197248   0.0352848
           6    0.199366    0.197601    0.030064
           7    0.194807    0.197202   0.0260819
           8    0.200008    0.197553   0.0230992
           9    0.199126    0.197727   0.0207132
          10    0.199016    0.197856   0.0187703
          11     0.19353    0.197464   0.0171159
          12    0.197333    0.197458   0.0157543
          13    0.195831    0.197339   0.0145844
          14    0.194051    0.197108    0.013567
          15    0.198618    0.197208   0.0127014
          16     0.19752    0.197229   0.0119354
          17    0.198763    0.197319   0.0112604
          18      0.2004     0.19749   0.0106626
          19    0.198691    0.197554   0.0101202
          20    0.193199    0.197336  0.00961699
