1,0
1.41413,0.00137572
1.7306,0.00195558
1.99722,0.00220657
2.23425,0.00249415
2.44643,0.0026231
2.64482,0.00290376
2.83169,0.00315057
3.00052,0.00333068
3.16347,0.00364142
3.31918,0.00416019
3.46663,0.00433458
3.60752,0.00446045
3.7415,0.00444553
3.87396,0.00471101
4.00089,0.00490546
4.12191,0.005008
4.24305,0.00506929
4.36153,0.00520368
4.47006,0.00520371
4.57944,0.00505521
4.68831,0.0051741
4.79517,0.00540452
4.89595,0.00573175
4.99785,0.00623821
5.09781,0.00644723
5.19697,0.00651256
5.291,0.00638839
5.38314,0.00660312
5.47249,0.00672335
5.563,0.0066958
5.65448,0.00665207
5.74063,0.00666373
5.82538,0.00693378
5.9137,0.00717896
5.99636,0.00719721
6.07978,0.00734494
6.1625,0.00746555
6.24287,0.00787502
6.32015,0.00752194
6.39747,0.0074198
6.47627,0.00786076
6.55114,0.00810193
6.62687,0.00804981
6.70218,0.00817849
6.77519,0.00835694
6.84701,0.00869854
6.92166,0.00856097
6.99345,0.00852333
7.06693,0.00838136
7.13535,0.00816377
7.20663,0.00806831
7.27691,0.00811953
7.34102,0.00825061
7.40974,0.00848202
7.47962,0.00878746
7.54691,0.00861324
7.61336,0.00871319
7.67567,0.00868605
7.74337,0.00890215
7.80982,0.00917438
7.87508,0.00944617
7.93461,0.00949781
7.99743,0.00942172
8.05999,0.00969188
8.12266,0.00972951
8.18165,0.00962555
8.24285,0.0099932
8.30573,0.00981211
8.3664,0.00961669
8.42455,0.00997062
8.4847,0.0102012
8.54172,0.0103961
8.60029,0.0103833
8.66192,0.0102749
8.72014,0.0105324
8.77844,0.0109225
8.83579,0.0107202
8.89395,0.0107535
8.95002,0.0109244
9.00477,0.0109717
9.06083,0.0110513
9.11426,0.011148
9.16991,0.0113871
9.22423,0.0116997
9.28148,0.0118934
9.33619,0.0117521
9.38956,0.0121207
9.44159,0.011736
9.49423,0.0119537
9.54466,0.0122745
9.59891,0.0126956
9.6512,0.0127153
9.70287,0.0125857
9.75483,0.0126088
9.80711,0.012701
9.85648,0.0128437
9.9048,0.012872
9.95745,0.0131278
10.0073,0.013421
